,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
0,17.076,2231,11,851,3863.0,28.206286543357574,-3.0443469152231715
1,27.422,2231,0,851,3863.0,28.207285190405436,-3.0443469152231715
2,121.679,2186,45,806,3863.0,28.20629961514139,-3.0451561209702818
3,67.91,2219,11,840,3863.0,28.207298262652053,-3.045156120970282
4,9.129,1583,53,203,3863.0,28.201319450548205,-3.0459653269503137
5,105.355,1629,99,249,3863.0,28.202318098521804,-3.0459653269503124
6,63.9,1917,537,537,3863.0,28.204315394469013,-3.045965326950313
7,71.812,1917,537,537,3863.0,28.205314042442613,-3.0459653269503137
8,84.306,2005,626,626,3863.0,28.20631269041622,-3.045965326950312
9,155.008,1529,0,150,3863.0,28.201332526998783,-3.0467745331633234
10,122.968,1583,53,203,3863.0,28.20233117543545,-3.046774533163324
11,200.579,1757,0,378,3863.0,28.203329823872103,-3.046774533163324
12,108.362,1917,537,537,3863.0,28.204328472308763,-3.046774533163324
13,17.971,2005,626,626,3863.0,28.205327120745427,-3.0467745331633234
14,4.869,2005,626,626,3863.0,28.20632576918208,-3.0467745331633234
15,177.024,1379,0,0,3863.0,28.200346958039983,-3.047583739609377
16,144.232,1379,0,0,3863.0,28.201345606939814,-3.0475837396093777
17,147.597,1757,0,378,3863.0,28.203342904739483,-3.0475837396093772
18,47.111,1742,362,362,3863.0,28.20434155363933,-3.0475837396093772
19,126.476,1184,173,543,3863.0,28.196365443555603,-3.048392946288537
20,115.092,1010,0,369,3863.0,28.197364092918733,-3.048392946288537
21,138.397,1010,0,369,3863.0,28.19836274228188,-3.048392946288537
22,126.405,1379,0,0,3863.0,28.200360041008153,-3.048392946288537
23,108.326,1379,0,0,3863.0,28.201358690371293,-3.048392946288537
24,56.383,1940,560,560,3863.0,28.20435463846071,-3.0483929462885375
25,1.504,1857,478,478,3863.0,28.20535328782385,-3.0483929462885366
26,26.491,1371,361,730,3863.0,28.19438122850728,-3.0492021532008633
27,92.253,1214,204,573,3863.0,28.195379878333842,-3.049202153200863
28,106.537,1199,189,558,3863.0,28.19637852816041,-3.0492021532008633
29,0.072,1976,596,596,3863.0,28.204367726772933,-3.0492021532008633
30,4.869,1940,560,560,3863.0,28.205366376599493,-3.0492021532008633
31,13.066,5000,5000,5000,3863.0,28.187403763644042,-3.0500113603464194
32,64.008,5000,5000,5000,3863.0,28.188402413934156,-3.05001136034642
33,86.668,5000,5000,5000,3863.0,28.18940106422428,-3.050011360346419
34,78.041,1508,498,867,3863.0,28.193395665384735,-3.050011360346419
35,45.214,1371,361,730,3863.0,28.194394315674856,-3.0500113603464194
36,107.396,1371,361,730,3863.0,28.195392965964967,-3.050011360346419
37,69.342,5000,5000,5000,3863.0,28.18841550180932,-3.050820567725267
38,71.311,5000,5000,5000,3863.0,28.189414152563113,-3.050820567725267
39,85.093,1508,498,867,3863.0,28.193408755578265,-3.050820567725267
40,153.433,1508,498,867,3863.0,28.19440740633205,-3.0508205677252676
41,29.928,865,677,529,3863.0,28.190425895608556,-3.0516297753374686
42,103.136,865,677,529,3863.0,28.191424546826145,-3.051629775337469
43,37.111,411,0,40,3863.0,28.198415105349238,-3.0516297753374686
44,60.571,451,0,0,3863.0,28.199413756566827,-3.0516297753374686
45,114.09,865,677,529,3863.0,28.19043899138938,-3.052438983183086
46,26.133,865,677,529,3863.0,28.191437643070888,-3.052438983183086
47,155.473,431,244,96,3863.0,28.194433598115406,-3.052438983183086
48,49.318,411,0,40,3863.0,28.198428204841434,-3.052438983183086
49,80.189,411,0,40,3863.0,28.199426856522926,-3.052438983183086
50,128.123,335,147,0,3863.0,28.193448047096027,-3.0532481912621825
51,178.313,335,147,0,3863.0,28.19444669924158,-3.053248191262182
52,49.438,253,0,421,3863.0,28.198441307823774,-3.0532481912621816
53,3.938,441,54,233,3863.0,28.199439959969325,-3.053248191262182
54,0.0,468,27,260,3863.0,28.20043861211488,-3.0532481912621825
55,0.0,616,0,408,3863.0,28.201437264260427,-3.0532481912621816
56,150.748,2818,0,0,3863.0,28.204433220697073,-3.0532481912621825
57,120.534,5000,27,5000,3863.0,28.19046519341857,-3.0540573995748184
58,77.396,5000,36,5000,3863.0,28.191463846028284,-3.0540573995748184
59,113.883,187,22,147,3863.0,28.194459803857438,-3.0540573995748175
60,101.095,157,29,175,3863.0,28.19545845646716,-3.0540573995748175
61,11.563,10,176,323,3863.0,28.19645710907687,-3.0540573995748175
62,28.889,253,0,421,3863.0,28.19845441429631,-3.0540573995748175
63,31.753,616,0,408,3863.0,28.201450372125468,-3.0540573995748175
64,97.408,2818,0,0,3863.0,28.2034476773449,-3.054057399574817
65,164.673,2818,0,0,3863.0,28.204446329954624,-3.0540573995748184
66,81.376,1724,197,321,3863.0,28.190478299666964,-3.054866608121054
67,0.251,5000,0,5000,3863.0,28.191476952740977,-3.0548666081210545
68,165.533,219,31,156,3863.0,28.194472911963,-3.0548666081210545
69,138.54,270,141,63,3863.0,28.195471565037018,-3.0548666081210545
70,115.271,0,187,333,3863.0,28.196470218111024,-3.054866608121055
71,156.01,2433,137,81,3863.0,28.201463483481064,-3.054866608121054
72,127.693,2624,194,174,3863.0,28.20346078962909,-3.0548666081210545
73,95.296,1671,177,267,3863.0,28.19049140940459,-3.0556758169009566
74,192.489,362,233,156,3863.0,28.19448602355828,-3.0556758169009557
75,183.11,348,207,78,3863.0,28.195484677096708,-3.0556758169009566
76,83.625,2296,0,153,3863.0,28.20047794478883,-3.0556758169009566
77,151.679,2441,145,60,3863.0,28.201476598327254,-3.055675816900956
78,168.074,2450,153,0,3863.0,28.20247525186567,-3.0556758169009557
79,129.161,2624,194,174,3863.0,28.2034739054041,-3.0556758169009566
80,102.885,2821,391,371,3863.0,28.204472558942523,-3.0556758169009566
81,22.303,2821,391,371,3863.0,28.205471212480955,-3.055675816900956
82,33.937,5000,16,16,3863.0,28.186509906619595,-3.056485025914584
83,139.4,1604,0,201,3863.0,28.189505868628487,-3.056485025914584
84,81.549,1493,0,90,3863.0,28.190504522631446,-3.0564850259145846
85,188.587,460,273,269,3863.0,28.194499138643295,-3.056485025914585
86,157.37,362,233,156,3863.0,28.195497792646258,-3.056485025914584
87,136.965,2296,0,153,3863.0,28.200491062661076,-3.056485025914584
88,106.465,2377,81,72,3863.0,28.20148971666403,-3.056485025914584
89,44.211,2450,153,0,3863.0,28.202488370666995,-3.056485025914585
90,62.003,2821,391,371,3863.0,28.20448567867292,-3.0564850259145846
91,48.113,2888,459,438,3863.0,28.20548433267589,-3.0564850259145846
92,65.977,5000,0,0,3863.0,28.186523021477054,-3.0572942351620016
93,107.646,1604,0,201,3863.0,28.18951898487993,-3.057294235162002
94,59.426,1403,90,0,3863.0,28.19051763934756,-3.057294235162002
95,104.818,1403,90,0,3863.0,28.191516293815184,-3.057294235162002
96,120.283,510,159,157,3863.0,28.194512257218047,-3.057294235162002
97,74.64,514,0,0,3863.0,28.195510911685673,-3.057294235162002
98,0.0,2866,437,416,3863.0,28.20449880189431,-3.0572942351620016
99,0.0,2940,511,490,3863.0,28.205497456361925,-3.057294235162002
100,63.041,1596,432,954,3863.0,28.181542865161234,-3.05810344464327
101,98.732,1579,523,1044,3863.0,28.182541520093647,-3.05810344464327
102,153.11,1403,90,0,3863.0,28.190530759552924,-3.05810344464327
103,172.191,1403,90,0,3863.0,28.19152941448534,-3.05810344464327
104,101.238,1614,682,834,3863.0,28.19452537928257,-3.05810344464327
105,112.085,1614,682,834,3863.0,28.19552403421498,-3.05810344464327
106,72.098,1680,569,1091,3863.0,28.181555984671693,-3.058912654358451
107,196.749,1680,569,1091,3863.0,28.18255464006901,-3.0589126543584504
108,207.381,1420,364,885,3863.0,28.183553295466336,-3.058912654358451
109,122.932,1201,282,202,3863.0,28.190543883247578,-3.058912654358451
110,105.305,956,0,0,3863.0,28.192541194042224,-3.058912654358451
111,148.242,956,0,0,3863.0,28.19353984943954,-3.0589126543584513
112,160.306,1614,682,834,3863.0,28.19453850483686,-3.058912654358451
113,101.596,1614,682,834,3863.0,28.195537160234178,-3.058912654358451
114,88.566,1802,80,1145,3863.0,28.175577172496236,-3.0597218643076074
115,75.392,1802,80,1145,3863.0,28.176575828358587,-3.059721864307606
116,111.298,1680,569,1091,3863.0,28.18156910767034,-3.0597218643076065
117,150.354,1272,216,737,3863.0,28.182567763532706,-3.0597218643076074
118,156.583,1163,325,808,3863.0,28.18356641939506,-3.0597218643076065
119,153.719,1163,325,808,3863.0,28.18456507525741,-3.0597218643076074
120,125.653,1201,282,202,3863.0,28.190557010431522,-3.0597218643076065
121,87.921,845,111,111,3863.0,28.192554322156234,-3.0597218643076074
122,121.321,845,111,111,3863.0,28.19355297801859,-3.0597218643076074
123,99.592,1802,80,1145,3863.0,28.175590296192134,-3.0605310744908
124,82.265,1721,0,1064,3863.0,28.176588952519648,-3.0605310744908003
125,97.766,1143,34,555,3863.0,28.181582234157194,-3.0605310744908
126,106.035,1272,216,737,3863.0,28.182580890484708,-3.0605310744908
127,105.463,1272,216,737,3863.0,28.183579546812215,-3.0605310744908
128,155.581,1097,370,311,3863.0,28.190570141104782,-3.0605310744908
129,121.966,845,111,111,3863.0,28.192567453759803,-3.0605310744908
130,161.595,845,111,111,3863.0,28.193566110087307,-3.0605310744908
131,118.744,1160,17,538,3863.0,28.181595364132253,-3.0613402849080926
132,163.922,984,193,629,3863.0,28.182594020925055,-3.0613402849080926
133,178.671,984,193,629,3863.0,28.183592677717833,-3.061340284908092
134,155.974,873,304,518,3863.0,28.184591334510625,-3.061340284908092
135,117.562,1314,136,385,3863.0,28.180609840337347,-3.062149495559547
136,118.565,914,346,558,3863.0,28.18360581211194,-3.062149495559547
137,159.125,873,304,518,3863.0,28.18460446937012,-3.062149495559547
138,154.829,410,0,0,3863.0,28.188599098402893,-3.062149495559546
139,0.0,1615,784,784,3863.0,28.198585670984826,-3.062149495559547
