,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
140,0.0,1658,827,827,3863.0,28.199584328243024,-3.0621494955595465
141,0.0,1699,868,868,3863.0,28.200582985501217,-3.062149495559547
142,98.911,955,387,598,3863.0,28.183618949994507,-3.0629587064452237
143,102.283,877,0,445,3863.0,28.185616265441947,-3.0629587064452237
144,151.188,561,0,206,3863.0,28.186614923165667,-3.0629587064452237
145,141.619,372,0,18,3863.0,28.187613580889387,-3.0629587064452237
146,156.261,370,0,16,3863.0,28.188612238613107,-3.0629587064452237
147,152.466,830,0,0,3863.0,28.19160821178427,-3.0629587064452237
148,159.662,830,0,0,3863.0,28.192606869507998,-3.062958706445224
149,36.407,1381,550,550,3863.0,28.196601500402885,-3.0629587064452237
150,100.379,1419,588,588,3863.0,28.1976001581266,-3.0629587064452246
151,21.121,1549,718,718,3863.0,28.198598815850318,-3.0629587064452237
152,0.0,1619,788,788,3863.0,28.19959747357404,-3.0629587064452237
153,99.269,977,380,405,3863.0,28.18463074955496,-3.0637679175651873
154,133.808,805,71,373,3863.0,28.18562940774433,-3.0637679175651864
155,91.43,1381,550,550,3863.0,28.19661464782743,-3.0637679175651873
156,67.588,1457,626,626,3863.0,28.197613306016795,-3.0637679175651864
157,20.262,1579,748,748,3863.0,28.19861196420617,-3.0637679175651864
158,0.0,1622,791,791,3863.0,28.19961062239554,-3.063767917565187
159,102.563,851,254,280,3863.0,28.18464389488033,-3.064577128919498
160,155.258,772,175,270,3863.0,28.18564255353548,-3.064577128919498
161,14.856,1613,782,782,3863.0,28.198625116052387,-3.0645771289194976
162,0.0,1622,791,791,3863.0,28.199623774707536,-3.064577128919498
163,129.269,1764,0,64,3863.0,28.17866508896809,-3.0653863405082187
164,127.013,1699,0,0,3863.0,28.17966374808914,-3.0653863405082187
165,122.753,851,254,280,3863.0,28.184657043694365,-3.0653863405082187
166,138.576,806,210,235,3863.0,28.1856557028154,-3.0653863405082187
167,135.927,0,0,0,3863.0,28.1876530210575,-3.0653863405082187
168,66.299,1193,0,362,3863.0,28.193644975783766,-3.0653863405082187
169,131.56,1193,0,362,3863.0,28.19464363490481,-3.0653863405082187
170,151.034,1764,0,64,3863.0,28.178678238474664,-3.066195552331412
171,146.846,1780,0,81,3863.0,28.17967689806173,-3.0661955523314113
172,163.85,1984,53,285,3863.0,28.180675557648797,-3.066195552331412
173,107.825,1042,445,0,3863.0,28.183671536409996,-3.066195552331412
174,98.84,1008,411,33,3863.0,28.18467019599706,-3.066195552331412
175,162.776,0,0,0,3863.0,28.187666174758263,-3.066195552331412
176,167.501,1923,159,224,3863.0,28.178691391469172,-3.0670047643891394
177,197.68,1931,0,231,3863.0,28.1806887115756,-3.0670047643891394
178,60.249,1042,445,0,3863.0,28.18368469173523,-3.06700476438914
179,107.61,1042,445,0,3863.0,28.18468335178845,-3.0670047643891394
180,80.081,1990,226,291,3863.0,28.177705887432154,-3.067813976681463
181,185.866,1994,230,295,3863.0,28.178704547951636,-3.0678139766814634
182,0.0,2842,1078,1143,3863.0,28.1747625592182,-3.0710508281979654
183,128.481,2460,696,761,3863.0,28.176759883989785,-3.0710508281979654
184,133.6,2460,696,761,3863.0,28.177758546375575,-3.0710508281979645
185,177.847,5000,5000,0,3863.0,28.188743832619316,-3.0710508281979645
186,0.0,2721,957,1021,3863.0,28.17477573127312,-3.0718600416642032
187,40.452,2643,879,943,3863.0,28.175774394125803,-3.0718600416642032
188,81.836,2521,757,821,3863.0,28.176773056978483,-3.0718600416642032
189,93.9,2460,696,761,3863.0,28.17777171983117,-3.0718600416642032
190,42.386,2783,0,942,3863.0,28.18376369694726,-3.0718600416642032
191,85.952,2783,0,942,3863.0,28.184762359799933,-3.0718600416642032
192,53.626,5000,5000,9,3863.0,28.18875701121066,-3.0718600416642032
193,62.504,5000,5000,5000,3863.0,28.191752999768706,-3.0718600416642032
194,15.143,2674,910,975,3863.0,28.174788906815593,-3.0726692553654105
195,33.078,2643,879,943,3863.0,28.17578757013528,-3.07266925536541
196,26.276,2543,779,843,3863.0,28.176786233454976,-3.07266925536541
197,0.036,2783,0,942,3863.0,28.18377687669283,-3.07266925536541
198,11.635,2783,0,942,3863.0,28.18477554001252,-3.07266925536541
199,106.787,2274,994,1366,3863.0,28.186772866651896,-3.07266925536541
200,45.786,2419,1139,1511,3863.0,28.187771529971588,-3.0726692553654096
201,25.882,2419,1139,1511,3863.0,28.18877019329129,-3.0726692553654096
202,112.944,5000,5000,5000,3863.0,28.190767519930667,-3.072669255365409
203,48.185,5000,5000,5000,3863.0,28.191766183250365,-3.07266925536541
204,0.286,2616,166,1102,3863.0,28.183790059927077,-3.0734784693016475
205,44.82,2274,994,1366,3863.0,28.18678605128756,-3.0734784693016475
206,33.973,2189,909,1280,3863.0,28.187784715074375,-3.073478469301647
207,25.023,5000,5000,5000,3863.0,28.19078070643486,-3.073478469301648
208,9.415,5000,5000,5000,3863.0,28.191779370221685,-3.0734784693016475
209,23.985,2583,0,510,3863.0,28.18080725388777,-3.0742876834729795
210,0.0,2583,0,510,3863.0,28.181805918141844,-3.07428768347298
211,0.0,2583,0,510,3863.0,28.180820442697268,-3.0750968978794675
212,0.0,2583,0,510,3863.0,28.18181910741873,-3.0750968978794666
213,0.0,3078,15,15,3863.0,28.176838974239235,-3.0759061125211717
214,0.0,2352,231,742,3863.0,28.181832300184084,-3.075906112521172
215,13.568,3084,10,10,3863.0,28.176852168154937,-3.0767153273981576
216,0.0,2352,231,742,3863.0,28.18184549643794,-3.0767153273981567
217,24.415,3308,0,213,3863.0,28.177864031682876,-3.0775245425104836
218,1.11,3308,0,213,3863.0,28.178862697807237,-3.077524542510484
