,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,14.846,1707,2504,3088,199,2720,7544.0,75.39244584273827,14.80998209194471
1,94.7,1580,2377,2961,0,2593,7544.0,75.39023207632445,14.809162803299614
2,105.818,1580,2377,2961,0,2593,7544.0,75.3912508838959,14.809162803299618
3,97.496,1687,2484,3068,218,2700,7544.0,75.39226969146736,14.809162803299616
4,90.206,1629,2427,3095,393,2647,7544.0,75.39328849903882,14.809162803299614
5,147.493,1580,2378,3170,524,2598,7544.0,75.39430730661026,14.809162803299618
6,32.721,1580,2378,3170,524,2598,7544.0,75.39532611418174,14.809162803299612
7,4.194,1450,2248,3073,840,2468,7544.0,75.39634492175318,14.809162803299618
8,20.571,1450,2248,3073,840,2468,7544.0,75.39736372932465,14.809162803299618
9,12.749,1580,2377,2961,0,2593,7544.0,75.39005594070981,14.808343515837645
10,70.734,1556,2353,2937,24,2569,7544.0,75.39107474590101,14.80834351583764
11,99.86,1612,2409,2993,291,2625,7544.0,75.3920935510922,14.80834351583764
12,32.188,1612,2409,2993,291,2625,7544.0,75.39311235628341,14.808343515837645
13,128.353,1637,2434,3113,411,2655,7544.0,75.3941311614746,14.80834351583764
14,138.372,1437,2234,3027,668,2454,7544.0,75.39514996666578,14.808343515837645
15,28.693,1411,2208,3033,801,2429,7544.0,75.39616877185699,14.808343515837638
16,91.372,1395,2193,3018,785,2413,7544.0,75.39718757704819,14.80834351583764
17,36.182,1433,2230,3055,822,2450,7544.0,75.39820638223938,14.80834351583764
18,75.061,1449,2246,2830,131,2462,7544.0,75.39089861880144,14.807524229558716
19,104.886,1378,2175,2810,202,2395,7544.0,75.39191742161255,14.80752422955872
20,75.061,1406,2204,2994,591,2424,7544.0,75.39395502723471,14.80752422955872
21,141.501,1412,2209,3002,633,2429,7544.0,75.39497383004579,14.807524229558721
22,114.372,1276,2073,2898,666,2293,7544.0,75.39599263285686,14.80752422955872
23,101.058,1275,2072,2897,665,2293,7544.0,75.39701143566795,14.807524229558721
24,53.724,1363,2160,2985,753,2380,7544.0,75.39803023847904,14.807524229558721
25,3.395,1318,2115,2940,708,2336,7544.0,75.39904904129014,14.807524229558723
26,123.027,1300,2098,2733,279,2318,7544.0,75.39174130302817,14.80670494446278
27,95.998,1307,2104,2850,544,2324,7544.0,75.39276010345928,14.806704944462775
28,130.35,1393,2191,2981,604,2411,7544.0,75.3937789038904,14.806704944462778
29,131.349,1318,2115,2906,577,2335,7544.0,75.3947977043215,14.806704944462776
30,127.088,1289,2087,2879,544,2307,7544.0,75.39581650475264,14.806704944462778
31,125.39,1172,1969,2794,562,2190,7544.0,75.39683530518376,14.80670494446278
32,118.766,1249,2046,2871,651,2267,7544.0,75.3978541056149,14.806704944462776
33,50.429,1301,2099,2924,729,2319,7544.0,75.398872906046,14.806704944462778
34,58.651,1391,2189,3014,863,2295,7544.0,75.39989170647712,14.806704944462776
35,6.491,1374,2171,2996,849,2277,7544.0,75.40091050690825,14.806704944462778
36,46.102,5000,5000,5000,5000,5000,7544.0,75.40192930733936,14.806704944462775
37,30.624,5000,5000,5000,5000,5000,7544.0,75.40294810777047,14.806704944462778
38,5.259,5000,5000,5000,5000,5000,7544.0,75.4039669082016,14.80670494446278
39,25.131,2707,2723,3858,459,1954,7544.0,75.40498570863271,14.806704944462773
40,14.38,2591,2607,3743,310,1839,7544.0,75.40600450906383,14.806704944462778
41,7.589,2499,2515,3651,330,1747,7544.0,75.40702330949496,14.806704944462776
42,0.0,2499,2515,3651,330,1747,7544.0,75.40804210992607,14.806704944462778
43,128.586,1333,2130,2597,415,2229,7544.0,75.39156519533888,14.805885660549745
44,121.596,1179,1976,2723,401,2196,7544.0,75.39258399339018,14.805885660549746
45,132.148,1214,2011,2757,496,2231,7544.0,75.39360279144147,14.805885660549745
46,135.742,1263,2060,2806,548,2280,7544.0,75.39462158949277,14.805885660549743
47,110.578,1142,1939,2764,488,2160,7544.0,75.39564038754406,14.805885660549748
48,86.312,1089,1886,2711,482,2107,7544.0,75.3966591855954,14.805885660549745
49,122.494,1172,1969,2794,562,2190,7544.0,75.39767798364669,14.805885660549746
50,72.165,1202,1999,2824,615,2219,7544.0,75.39869678169798,14.805885660549748
51,94.534,1242,2039,2864,711,2259,7544.0,75.39971557974928,14.805885660549745
52,69.502,1296,2093,2918,829,2215,7544.0,75.40073437780056,14.805885660549745
53,25.93,5000,5000,5000,5000,5000,7544.0,75.40175317585188,14.805885660549746
54,25.364,5000,5000,5000,5000,5000,7544.0,75.40277197390319,14.805885660549746
55,5.293,5000,5000,5000,5000,5000,7544.0,75.4037907719545,14.805885660549745
56,97.563,2665,2681,3816,421,1912,7544.0,75.40480957000578,14.805885660549746
57,82.251,2574,2590,3726,313,1821,7544.0,75.40582836805709,14.805885660549745
58,114.106,2499,2515,3651,330,1747,7544.0,75.40684716610839,14.805885660549743
59,61.114,2465,2481,3617,296,1712,7544.0,75.40786596415968,14.805885660549748
60,27.095,2515,2531,3667,403,1763,7544.0,75.408884762211,14.805885660549745
61,41.175,1349,2046,2432,528,2064,7544.0,75.39138909854442,14.80506637781955
62,95.432,1150,1947,2694,430,2167,7544.0,75.39240789421606,14.80506637781955
63,122.594,1100,1897,2644,478,2118,7544.0,75.39342668988769,14.805066377819552
64,78.49,1129,1927,2673,480,2147,7544.0,75.39444548555932,14.80506637781955
65,94.467,1129,1926,2686,350,2146,7544.0,75.39546428123094,14.805066377819548
66,73.597,966,1764,2589,364,1984,7544.0,75.39648307690258,14.805066377819548
67,111.943,1042,1839,2664,455,2059,7544.0,75.39750187257421,14.80506637781955
68,13.448,1134,1932,2757,643,2152,7544.0,75.39852066824585,14.805066377819548
69,59.849,1134,1932,2757,664,2152,7544.0,75.39953946391748,14.80506637781955
70,99.926,1200,1997,2822,753,2103,7544.0,75.4005582595891,14.80506637781955
71,56.587,1249,2038,2871,801,2007,7544.0,75.40157705526073,14.80506637781955
72,4.594,5000,5000,5000,5000,5000,7544.0,75.40259585093237,14.805066377819548
73,0.0,2618,2635,3770,414,1866,7544.0,75.40361464660401,14.805066377819548
74,66.939,2589,2605,3740,363,1836,7544.0,75.40463344227564,14.80506637781955
75,88.342,2513,2529,3664,267,1760,7544.0,75.40565223794725,14.80506637781955
76,107.183,2491,2507,3642,176,1738,7544.0,75.40667103361889,14.80506637781955
77,64.975,2390,2406,3542,221,1638,7544.0,75.4076898292905,14.805066377819548
78,114.606,2448,2464,3599,307,1695,7544.0,75.40870862496214,14.80506637781955
79,108.747,2458,2474,3609,346,1705,7544.0,75.40972742063381,14.80506637781955
80,89.807,2421,2437,3573,427,1669,7544.0,75.41074621630541,14.805066377819548
81,50.363,956,1753,2499,347,1973,7544.0,75.39325059922884,14.80424709627212
82,82.151,1011,1808,2555,403,2028,7544.0,75.39426939252093,14.80424709627212
83,93.136,1086,1884,2630,294,2104,7544.0,75.39528818581304,14.80424709627212
84,45.436,1008,1806,2564,260,2026,7544.0,75.39630697910518,14.80424709627212
85,60.415,901,1698,2523,287,1918,7544.0,75.39732577239727,14.80424709627212
86,39.112,813,1611,2436,239,1831,7544.0,75.39834456568938,14.80424709627212
87,28.46,987,1785,2610,540,2005,7544.0,75.39936335898149,14.80424709627212
88,124.325,1071,1868,2693,624,2050,7544.0,75.4003821522736,14.80424709627212
89,85.28,1192,1981,2815,745,1983,7544.0,75.4014009455657,14.80424709627212
90,39.811,1156,1927,2778,708,1896,7544.0,75.40241973885782,14.80424709627212
91,3.295,2522,2538,3673,442,1769,7544.0,75.40343853214992,14.80424709627212
92,95.466,2526,2542,3678,394,1774,7544.0,75.40445732544202,14.804247096272118
93,102.622,2439,2455,3591,218,1687,7544.0,75.40547611873413,14.80424709627212
94,131.781,2367,2383,3518,104,1614,7544.0,75.40649491202623,14.80424709627212
95,77.125,2354,2371,3506,49,1602,7544.0,75.40751370531832,14.804247096272118
96,101.457,2288,2304,3439,249,1535,7544.0,75.40853249861047,14.80424709627212
97,121.929,2412,2428,3563,375,1659,7544.0,75.40955129190257,14.80424709627212
98,97.363,2365,2381,3516,472,1612,7544.0,75.41057008519466,14.804247096272118
99,56.207,956,1753,2499,347,1973,7544.0,75.39307451946469,14.80342781590738
100,122.787,891,1688,2434,282,1908,7544.0,75.39409331037741,14.803427815907384
101,101.624,823,1621,2367,215,1841,7544.0,75.39511210129015,14.80342781590738
102,91.272,917,1715,2461,125,1935,7544.0,75.39613089220289,14.80342781590738
103,91.605,813,1611,2436,213,1831,7544.0,75.39714968311566,14.803427815907382
104,80.687,730,1528,2353,161,1748,7544.0,75.39816847402835,14.803427815907378
105,82.318,883,1680,2505,314,1900,7544.0,75.39918726494109,14.80342781590738
106,53.625,927,1725,2550,480,1945,7544.0,75.40020605585383,14.80342781590738
107,108.414,1063,1861,2686,616,1926,7544.0,75.40122484676657,14.80342781590738
