,POP_2015,active_living,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
55,218.695,129,151,131,1284,1810,1154,9095.0,82.99822174282441,17.699265952147602
56,161.249,0,108,137,1273,1708,1053,9095.0,82.99924985831946,17.699265952147602
57,177.928,116,225,254,1156,1592,936,9095.0,83.00027797381452,17.699265952147602
58,156.749,450,421,450,1074,1544,888,9095.0,83.00130608930957,17.699265952147602
59,86.123,396,368,396,1033,1485,829,9095.0,83.00233420480463,17.699265952147602
60,122.345,599,571,599,1121,1682,1027,9095.0,83.00336232029969,17.699265952147602
61,26.905,676,648,676,1197,1759,1103,9095.0,83.00439043579475,17.699265952147602
62,1.409,1502,1473,1502,1284,2005,1413,9095.0,83.00850289777496,17.6992659521476
63,3.954,1502,1473,1502,1284,2005,1413,9095.0,83.00953101327003,17.699265952147606
64,0.0,3600,1279,3697,1432,2795,2554,9095.0,82.98770504433804,17.69844205137211
65,0.227,3600,1279,3697,1432,2795,2554,9095.0,82.988733156915,17.69844205137211
66,121.8,3485,1164,3582,1317,2680,2439,9095.0,82.98976126949196,17.69844205137211
67,73.489,3300,1164,3398,1133,2496,2254,9095.0,82.99387371979986,17.69844205137211
68,6.681,3300,1164,3398,1133,2496,2254,9095.0,82.99490183237684,17.69844205137211
69,46.448,234,270,258,1384,1822,1166,9095.0,82.99695805753078,17.69844205137211
70,200.425,180,220,209,1327,1763,1107,9095.0,82.99798617010777,17.69844205137211
71,183.654,127,236,264,1176,1612,956,9095.0,82.99901428268474,17.698442051372112
72,176.474,182,291,319,1101,1537,881,9095.0,83.00004239526169,17.69844205137211
73,142.251,340,409,437,933,1368,712,9095.0,83.00209862041565,17.69844205137211
74,80.488,659,630,659,856,1431,775,9095.0,83.00312673299261,17.69844205137211
75,126.572,714,685,714,1235,1797,1141,9095.0,83.0041548455696,17.698442051372112
76,3.999,1181,1153,1181,963,1684,1092,9095.0,83.00723918330051,17.69844205137211
77,14.907,1375,1347,1375,1158,1878,1286,9095.0,83.00826729587749,17.698442051372112
78,57.31,1375,1347,1375,1158,1878,1286,9095.0,83.00929540845446,17.69844205137211
79,0.0,3447,1126,3544,1279,2642,2401,9095.0,82.98746951363731,17.697618152038874
80,10.953,3407,1087,3504,1239,2603,2361,9095.0,82.98849762329637,17.697618152038874
81,95.849,3376,1055,3473,1208,2571,2330,9095.0,82.9895257329554,17.697618152038878
82,88.26,3395,1074,3492,1227,2590,2349,9095.0,82.99055384261443,17.697618152038878
83,109.484,3395,1259,3492,1227,2591,2349,9095.0,82.99363817159157,17.697618152038874
84,115.119,434,542,571,1156,1592,936,9095.0,82.99775061022775,17.697618152038878
85,184.154,381,490,518,1149,1584,928,9095.0,82.9987787198868,17.697618152038874
86,188.472,228,337,365,1055,1490,835,9095.0,82.99980682954585,17.697618152038874
87,135.707,311,420,449,971,1407,751,9095.0,83.00083493920489,17.697618152038878
88,162.339,494,526,555,876,1311,655,9095.0,83.00186304886395,17.697618152038874
89,194.516,710,681,710,805,1414,758,9095.0,83.002891158523,17.697618152038874
90,105.893,735,707,735,779,1406,751,9095.0,83.00391926818203,17.697618152038874
91,105.575,869,840,869,742,1463,851,9095.0,83.00494737784108,17.697618152038874
92,116.437,1001,972,1001,802,1523,931,9095.0,83.00597548750012,17.697618152038874
93,180.791,1181,1153,1181,934,1655,1063,9095.0,83.00700359715917,17.697618152038874
94,66.854,1246,1218,1246,958,1678,1086,9095.0,83.00803170681822,17.697618152038874
95,74.989,1355,1326,1355,1066,1787,1195,9095.0,83.00905981647726,17.697618152038874
96,0.0,3447,1126,3544,1279,2642,2401,9095.0,82.98723399577135,17.696794254147818
97,0.045,3407,1087,3504,1239,2603,2361,9095.0,82.98826210251262,17.696794254147818
98,27.178,3407,1087,3504,1239,2603,2361,9095.0,82.98929020925388,17.696794254147818
99,0.0,3395,1074,3492,1227,2590,2349,9095.0,82.99031831599517,17.696794254147818
100,96.667,3528,1207,3625,1360,2723,2482,9095.0,82.99237452947771,17.696794254147818
101,57.264,3498,1282,3595,1330,2693,2452,9095.0,82.99340263621902,17.696794254147818
102,59.128,490,599,627,1100,1535,880,9095.0,82.99751506318411,17.696794254147818
103,131.844,458,567,595,1033,1468,812,9095.0,82.9985431699254,17.696794254147818
104,212.877,345,453,482,938,1374,718,9095.0,82.99957127666669,17.696794254147818
105,181.973,466,575,603,817,1252,596,9095.0,83.00059938340794,17.696794254147818
106,243.554,488,569,597,807,1243,587,9095.0,83.00162749014923,17.696794254147818
107,113.756,658,629,658,790,1226,570,9095.0,83.00265559689049,17.696794254147818
108,146.16,817,789,817,697,1418,800,9095.0,83.00368370363178,17.696794254147818
109,195.334,901,873,901,645,1366,770,9095.0,83.00471181037307,17.696794254147818
110,188.926,1028,1000,1028,732,1452,860,9095.0,83.00573991711433,17.696794254147818
111,252.008,1144,1115,1144,836,1556,964,9095.0,83.00676802385561,17.696794254147818
112,164.612,1236,1208,1236,924,1645,1053,9095.0,83.00779613059689,17.696794254147818
113,50.356,1344,1315,1344,1054,1775,1183,9095.0,83.00882423733815,17.696794254147818
114,0.0,3340,1019,3437,1172,2535,2294,9095.0,82.9880265945635,17.695970357698858
115,6.999,3274,953,3371,1106,2469,2228,9095.0,82.98905469838716,17.695970357698858
116,23.406,3252,932,3350,1085,2448,2206,9095.0,82.99008280221084,17.695970357698858
117,30.359,3343,1022,3440,1175,2538,2297,9095.0,82.9911109060345,17.695970357698858
118,151.886,3528,1207,3625,1360,2723,2482,9095.0,82.99213900985816,17.695970357698858
119,20.315,3528,1207,3625,1360,2723,2482,9095.0,82.99316711368182,17.695970357698858
120,5.999,551,660,688,1117,1552,896,9095.0,82.99727952897649,17.69597035769886
121,174.565,507,616,644,1073,1508,852,9095.0,82.99830763280019,17.695970357698858
122,246.19,395,504,532,937,1372,716,9095.0,82.99933573662385,17.69597035769886
123,160.203,485,594,622,872,1307,651,9095.0,83.0003638404475,17.695970357698858
124,264.642,627,735,764,656,1092,436,9095.0,83.00139194427119,17.695970357698858
125,149.205,649,735,764,656,1092,436,9095.0,83.00242004809483,17.695970357698858
126,166.43,925,897,925,630,1351,714,9095.0,83.00344815191852,17.695970357698858
127,187.245,929,924,952,602,1322,692,9095.0,83.00447625574219,17.695970357698858
128,165.248,1110,1082,1110,599,1319,727,9095.0,83.00550435956585,17.695970357698858
129,193.244,1160,1132,1160,648,1369,777,9095.0,83.00653246338952,17.695970357698858
130,82.442,1236,1208,1236,898,1619,1027,9095.0,83.00756056721318,17.69597035769886
131,0.0,3177,856,3274,1009,2373,2131,9095.0,82.98676299854246,17.695146462691934
132,2.181,3079,758,3176,911,2274,2033,9095.0,82.9888192003549,17.695146462691937
133,15.725,3103,782,3200,935,2298,2057,9095.0,82.98984730126112,17.695146462691934
134,24.769,3167,846,3264,999,2362,2121,9095.0,82.99087540216733,17.695146462691937
135,78.397,569,678,706,1107,1543,887,9095.0,82.99807210851087,17.695146462691937
136,218.331,487,596,624,1019,1454,798,9095.0,82.99910020941707,17.695146462691934
137,160.112,565,674,702,893,1328,672,9095.0,83.00012831032328,17.695146462691937
138,294.138,643,740,768,654,1089,433,9095.0,83.00115641122952,17.695146462691937
139,148.66,668,761,789,626,1062,406,9095.0,83.00218451213573,17.695146462691934
140,225.103,876,945,974,673,1109,453,9095.0,83.00321261304194,17.695146462691937
141,190.653,957,985,1013,708,1189,533,9095.0,83.00424071394815,17.695146462691934
142,96.395,1073,1045,1073,561,1282,690,9095.0,83.00526881485438,17.695146462691937
143,89.396,1160,1132,1160,648,1369,777,9095.0,83.00629691576061,17.695146462691937
144,161.839,1727,1699,1727,786,1734,1177,9095.0,83.01040931938546,17.695146462691937
145,91.077,1653,1625,1653,860,1808,1251,9095.0,83.01143742029168,17.69514646269193
146,0.0,3177,856,3274,1009,2373,2131,9095.0,82.98652751917892,17.694322569126957
147,48.038,2949,628,3046,781,2144,1903,9095.0,82.98858371515678,17.69432256912696
148,84.26,2949,628,3046,781,2144,1903,9095.0,82.9896118131457,17.694322569126957
149,2.045,3167,846,3264,999,2362,2121,9095.0,82.99063991113464,17.69432256912696
150,30.041,581,689,718,1051,1486,830,9095.0,82.99783659705712,17.694322569126957
151,92.077,563,672,701,1032,1467,811,9095.0,82.99886469504605,17.69432256912696
152,90.714,632,741,769,871,1307,651,9095.0,82.99989279303497,17.694322569126957
153,115.119,632,741,769,871,1307,651,9095.0,83.00092089102391,17.694322569126957
154,67.944,786,855,883,494,930,274,9095.0,83.00194898901283,17.69432256912696
155,87.351,819,888,917,616,1052,396,9095.0,83.00297708700175,17.694322569126957
156,123.936,1034,1103,1131,399,978,387,9095.0,83.00400518499067,17.694322569126957
157,94.35,1118,1171,1199,315,1041,467,9095.0,83.00503328297961,17.69432256912696
158,175.656,1235,1288,1316,406,1137,580,9095.0,83.00606138096852,17.694322569126957
159,153.522,1271,1324,1353,443,1174,616,9095.0,83.00708947895747,17.69432256912696
160,113.756,1516,1569,1597,471,1419,861,9095.0,83.00811757694638,17.694322569126957
161,170.793,1516,1569,1597,471,1419,861,9095.0,83.00914567493531,17.694322569126957
162,229.92,1727,1699,1727,786,1734,1177,9095.0,83.01017377292423,17.694322569126957
163,102.257,1668,1640,1668,845,1793,1236,9095.0,83.01120187091317,17.69432256912696
164,0.182,3048,727,3145,880,2243,2002,9095.0,82.9862920526489,17.693498677003856
165,25.178,3000,680,3097,832,2196,1954,9095.0,82.9873201477207,17.693498677003856
166,15.361,2949,628,3046,781,2144,1903,9095.0,82.9883482427925,17.693498677003856
167,98.622,2949,628,3046,781,2144,1903,9095.0,82.98937633786431,17.693498677003856
168,69.081,1291,1156,1388,488,1115,363,9095.0,82.99862919351045,17.69349867700386
169,162.839,1068,1137,1166,459,1086,292,9095.0,82.99965728858224,17.693498677003856
170,172.792,1138,1206,1235,390,1016,222,9095.0,83.00068538365404,17.69349867700386
171,164.385,870,939,967,403,867,182,9095.0,83.00171347872583,17.693498677003856
172,151.159,909,978,1007,368,817,204,9095.0,83.00274157379762,17.69349867700386
173,157.022,1024,1093,1121,409,969,377,9095.0,83.00376966886944,17.69349867700386
174,168.429,1105,1158,1186,329,1049,457,9095.0,83.00479776394121,17.693498677003856
175,199.47,1275,1328,1356,433,1164,620,9095.0,83.005825859013,17.693498677003856
176,110.529,1363,1416,1444,474,1203,677,9095.0,83.00685395408482,17.69349867700386
177,191.608,1516,1569,1597,471,1419,861,9095.0,83.0078820491566,17.693498677003856
178,155.749,1517,1570,1598,459,1419,862,9095.0,83.0089101442284,17.69349867700386
179,117.392,1722,1775,1781,677,1625,1068,9095.0,83.00993823930018,17.693498677003856
180,151.432,1747,1800,1804,283,1650,1093,9095.0,83.01096633437199,17.69349867700386
181,72.716,2012,2065,1539,547,1915,1357,9095.0,83.01302252451559,17.693498677003856
182,11.862,2012,2065,1539,547,1915,1357,9095.0,83.01405061958738,17.693498677003856
183,0.0,3000,680,3097,832,2196,1954,9095.0,82.98605659895215,17.692674786322556
184,25.86,3000,680,3097,832,2196,1954,9095.0,82.98708469110696,17.692674786322556
185,119.437,2766,445,2863,598,1962,1720,9095.0,82.98811278326178,17.692674786322556
186,50.538,2802,481,2899,634,1997,1756,9095.0,82.98914087541661,17.692674786322556
187,66.081,2626,456,2723,458,1821,1580,9095.0,82.99016896757145,17.692674786322556
188,174.928,1346,1099,1443,463,1058,338,9095.0,82.99839370481,17.692674786322556
189,273.641,1138,1206,1235,390,1016,222,9095.0,82.99942179696481,17.692674786322556
190,236.374,1202,1242,1300,325,952,164,9095.0,83.00044988911964,17.692674786322556
191,119.495,1055,1124,1152,221,795,6,9095.0,83.00147798127446,17.692674786322556
192,191.971,989,1058,1086,284,726,91,9095.0,83.00250607342927,17.692674786322556
193,168.338,1053,1122,1150,230,752,160,9095.0,83.00353416558411,17.692674786322556
194,188.79,1175,1244,1272,108,839,282,9095.0,83.00456225773891,17.692674786322556
195,180.155,1288,1356,1385,191,922,394,9095.0,83.00559034989375,17.692674786322556
196,153.886,1363,1416,1444,474,1203,677,9095.0,83.00661844204856,17.692674786322556
197,260.37,1505,1558,1586,435,1345,819,9095.0,83.00764653420339,17.692674786322556
198,215.331,1620,1673,1701,320,1448,951,9095.0,83.00867462635821,17.692674786322556
199,160.703,1684,1738,1766,255,1463,999,9095.0,83.00970271851304,17.69267478632256
200,127.799,1861,1914,1773,211,1696,1190,9095.0,83.01073081066785,17.692674786322556
201,69.535,1906,1959,1728,213,1698,1234,9095.0,83.01175890282268,17.692674786322556
202,63.763,2012,2065,1539,547,1915,1357,9095.0,83.0127869949775,17.692674786322556
203,38.585,2140,2193,1388,698,2007,1485,9095.0,83.01381508713231,17.692674786322556
204,103.53,2127,2181,1376,711,2020,1473,9095.0,83.01484317928715,17.692674786322556
205,60.082,2948,88,3046,781,2144,1902,9095.0,82.98684924732629,17.69185089708297
206,176.701,2748,428,2846,581,1944,1702,9095.0,82.98787733656431,17.69185089708297
207,192.971,2714,393,2811,546,1909,1668,9095.0,82.9889054258023,17.691850897082972
208,162.885,2645,391,2743,478,1841,1599,9095.0,82.98993351504032,17.69185089708297
209,165.384,2501,354,2598,333,1696,1455,9095.0,82.99096160427833,17.691850897082976
210,85.215,2234,362,2332,67,1430,1188,9095.0,82.99301778275434,17.691850897082972
211,184.972,2234,362,2332,67,1430,1188,9095.0,82.99404587199236,17.691850897082972
212,213.514,1476,1013,1573,436,993,437,9095.0,82.99815822894439,17.691850897082972
213,232.011,1476,969,1573,393,949,437,9095.0,82.99918631818238,17.69185089708297
214,183.427,1231,1268,1329,250,877,189,9095.0,83.00021440742039,17.691850897082972
215,229.647,1121,1190,1218,172,798,75,9095.0,83.00124249665839,17.691850897082972
216,164.612,1066,1134,1163,252,649,168,9095.0,83.0022705858964,17.69185089708297
217,213.923,1126,1195,1224,203,679,233,9095.0,83.0032986751344,17.691850897082972
218,189.608,1257,1326,1354,27,758,364,9095.0,83.0043267643724,17.69185089708297
219,151.068,1339,1408,1437,167,898,446,9095.0,83.00535485361043,17.691850897082972
220,189.744,1412,1481,1509,315,1044,519,9095.0,83.00638294284845,17.69185089708297
221,230.875,1456,1509,1538,483,1296,771,9095.0,83.00741103208645,17.691850897082972
222,235.874,1716,1769,1760,417,1301,945,9095.0,83.00843912132446,17.691850897082972
223,166.202,1684,1738,1766,255,1463,999,9095.0,83.00946721056245,17.691850897082972
224,173.838,1953,2006,1681,128,1745,1281,9095.0,83.01049529980045,17.691850897082972
225,166.157,2001,2054,1633,201,1767,1330,9095.0,83.01152338903846,17.69185089708297
226,112.938,2138,2191,1380,709,2010,1483,9095.0,83.01357956751448,17.691850897082972
227,38.715,2214,2267,1292,797,2093,1559,9095.0,83.01460765675249,17.691850897082972
228,39.931,2352,2405,1152,935,2233,1697,9095.0,83.0156357459905,17.691850897082972
229,6.432,2352,2405,1152,935,2233,1697,9095.0,83.01666383522848,17.691850897082972
230,0.0,3064,69,3161,896,2259,2018,9095.0,82.98558573005704,17.691027009285033
231,85.987,3006,30,3104,839,2202,1960,9095.0,82.98661381637838,17.691027009285037
232,46.311,2834,544,2931,666,2029,1788,9095.0,82.9886699890211,17.691027009285033
233,35.631,2790,500,2887,622,1985,1744,9095.0,82.98969807534246,17.691027009285037
234,106.393,2484,313,2582,317,1680,1438,9095.0,82.99072616166382,17.691027009285037
235,62.945,2355,411,2452,187,1551,1309,9095.0,82.99175424798514,17.691027009285033
236,177.473,2290,417,2387,122,1485,1244,9095.0,82.99278233430651,17.691027009285033
237,155.704,2201,328,2298,33,1396,1155,9095.0,82.99381042062788,17.691027009285037
238,44.084,2066,323,2163,426,1248,1020,9095.0,82.9948385069492,17.691027009285033
239,2.863,1818,571,1915,545,1000,772,9095.0,82.9968946795919,17.691027009285033
240,157.749,1484,945,1581,369,925,438,9095.0,82.99792276591327,17.691027009285037
241,149.341,1484,945,1581,369,925,438,9095.0,82.99895085223461,17.691027009285037
242,204.151,1194,1193,1291,79,705,148,9095.0,83.00100702487734,17.691027009285037
243,157.658,1139,1208,1236,179,576,241,9095.0,83.00203511119868,17.691027009285037
244,230.238,1202,1271,1299,127,603,309,9095.0,83.00306319752004,17.691027009285033
245,251.826,1296,1364,1393,45,697,402,9095.0,83.00409128384139,17.69102700928504
246,157.067,1388,1457,1485,167,847,495,9095.0,83.00511937016273,17.691027009285033
247,242.373,1453,1521,1550,260,961,559,9095.0,83.00614745648409,17.691027009285037
248,187.427,1586,1645,1673,419,1219,693,9095.0,83.00717554280543,17.691027009285037
249,210.605,1586,1645,1673,419,1219,693,9095.0,83.00820362912678,17.691027009285037
250,165.157,1984,2037,1599,43,1719,1298,9095.0,83.0102598017695,17.691027009285037
251,94.849,2034,2087,1525,93,1659,1349,9095.0,83.01128788809085,17.691027009285037
252,26.686,2307,2360,1199,890,2185,1652,9095.0,83.0143721470549,17.691027009285037
253,38.964,2436,2489,1067,1019,2317,1781,9095.0,83.01540023337625,17.691027009285037
254,15.717,2436,2489,1067,1019,2317,1781,9095.0,83.0164283196976,17.691027009285033
255,6.111,2592,2646,911,1145,2207,1938,9095.0,83.01745640601897,17.691027009285037
256,0.273,3257,7,3354,1089,2452,2211,9095.0,82.98535031485812,17.690203122928676
257,163.566,3071,62,3168,903,2266,2025,9095.0,82.98637839826297,17.690203122928672
258,0.0,2746,456,2843,578,1941,1700,9095.0,82.98946264847754,17.690203122928676
259,27.45,2562,174,2660,430,1746,1516,9095.0,82.9904907318824,17.690203122928676
260,179.519,2489,101,2586,396,1673,1443,9095.0,82.99151881528726,17.690203122928672
261,181.246,2290,417,2387,122,1485,1244,9095.0,82.99254689869211,17.690203122928672
262,152.614,2163,225,2260,166,1352,1117,9095.0,82.99357498209697,17.690203122928672
263,41.403,2066,323,2163,426,1248,1020,9095.0,82.99460306550182,17.690203122928672
264,31.677,1818,571,1915,545,1000,772,9095.0,82.99665923231154,17.690203122928676
265,146.115,1682,780,1779,441,903,639,9095.0,82.99768731571639,17.690203122928676
266,95.713,1589,799,1686,331,790,543,9095.0,82.99871539912125,17.690203122928672
267,99.44,1443,947,1541,170,623,398,9095.0,82.99974348252609,17.690203122928676
268,164.294,1358,1031,1455,84,587,312,9095.0,83.00077156593098,17.690203122928676
269,157.613,1209,1241,1306,97,506,302,9095.0,83.00179964933581,17.690203122928676
270,113.392,1209,1274,1306,109,506,311,9095.0,83.00282773274067,17.690203122928672
271,151.886,1395,1463,1492,144,796,501,9095.0,83.00385581614553,17.690203122928676
272,232.783,1438,1506,1535,188,800,544,9095.0,83.00488389955039,17.690203122928676
273,182.7,1552,1621,1650,359,953,659,9095.0,83.00591198295525,17.690203122928676
274,212.968,1645,1714,1673,360,1026,752,9095.0,83.0069400663601,17.690203122928676
275,200.606,1692,1750,1636,313,1154,799,9095.0,83.00796814976495,17.690203122928672
276,185.745,1777,1836,1551,228,1190,884,9095.0,83.00899623316981,17.690203122928676
277,138.525,1987,2040,1599,46,1733,1301,9095.0,83.01002431657467,17.690203122928676
278,66.717,2105,2161,1450,168,1584,1278,9095.0,83.01105239997952,17.690203122928672
279,30.177,2105,2163,1384,234,1518,1212,9095.0,83.01208048338437,17.690203122928672
280,116.937,2316,2385,1283,378,1616,1423,9095.0,83.01310856678924,17.690203122928672
281,27.342,2348,2401,1157,931,2228,1693,9095.0,83.01413665019409,17.690203122928676
282,55.07,2375,2428,1134,958,2251,1720,9095.0,83.01516473359894,17.690203122928676
283,34.083,2495,2548,1011,1078,2307,1840,9095.0,83.01619281700378,17.690203122928676
284,26.496,2609,2662,894,1128,2190,1954,9095.0,83.01722090040866,17.690203122928676
285,12.089,3217,54,3314,1049,2412,2171,9095.0,82.98511491249121,17.689379238013803
286,67.172,3169,95,3266,1001,2364,2123,9095.0,82.98614299297974,17.6893792380138
287,46.811,2582,194,2679,489,1766,1536,9095.0,82.99025531493382,17.689379238013807
288,186.927,2489,101,2586,396,1673,1443,9095.0,82.99128339542233,17.6893792380138
289,201.197,2327,85,2424,234,1510,1281,9095.0,82.99231147591085,17.689379238013803
290,188.835,2197,192,2294,295,1379,1151,9095.0,82.99333955639935,17.689379238013803
291,75.08,1712,913,1809,439,683,666,9095.0,82.99847995884194,17.689379238013803
292,170.247,1528,1032,1625,254,562,482,9095.0,82.99950803933046,17.689379238013803
293,79.715,1528,1032,1625,254,562,482,9095.0,83.000536119819,17.689379238013803
294,101.53,1297,1174,1394,10,411,389,9095.0,83.00156420030751,17.689379238013803
295,120.709,1303,1177,1400,10,409,400,9095.0,83.00259228079604,17.689379238013807
296,115.392,1387,1259,1484,88,485,488,9095.0,83.00362036128455,17.689379238013803
297,139.297,1497,1426,1595,210,657,599,9095.0,83.00464844177307,17.689379238013803
298,141.979,1634,1550,1719,338,782,741,9095.0,83.00567652226158,17.689379238013803
299,211.605,1634,1703,1663,340,1010,741,9095.0,83.0067046027501,17.689379238013803
300,204.06,1777,1836,1551,228,1190,884,9095.0,83.00773268323863,17.6893792380138
301,193.698,1823,1881,1505,183,1236,929,9095.0,83.00876076372715,17.689379238013803
302,196.198,1930,1989,1411,115,1344,1037,9095.0,83.00978884421566,17.689379238013803
303,177.292,2042,2100,1321,219,1455,1148,9095.0,83.01081692470417,17.689379238013803
304,190.517,2213,2282,1223,275,1513,1320,9095.0,83.01184500519271,17.6893792380138
305,172.611,2295,2364,1262,357,1595,1402,9095.0,83.01287308568119,17.689379238013807
306,28.223,2411,2468,1115,473,1694,1518,9095.0,83.01390116616972,17.689379238013803
307,28.496,2743,2796,760,994,2056,2089,9095.0,83.01698540763529,17.689379238013803
308,0.136,3377,221,3474,1209,2573,2331,9095.0,82.98385144538368,17.68855535454035
309,0.318,3310,154,3407,1142,2505,2264,9095.0,82.98487952295599,17.688555354540348
310,13.589,3310,154,3407,1142,2505,2264,9095.0,82.98590760052832,17.68855535454035
311,2.272,2722,334,2819,629,1906,1676,9095.0,82.98899183324536,17.68855535454035
312,127.526,2604,215,2701,511,1787,1558,9095.0,82.99001991081772,17.688555354540348
313,189.063,2491,102,2588,398,1674,1445,9095.0,82.99104798839004,17.68855535454035
314,132.526,2404,16,2501,311,1588,1358,9095.0,82.9920760659624,17.68855535454035
315,11.271,1754,954,1851,435,642,708,9095.0,82.99824453139642,17.68855535454035
316,239.737,1652,1023,1749,347,579,606,9095.0,82.99927260896877,17.68855535454035
317,146.569,1622,1126,1719,243,468,576,9095.0,83.0003006865411,17.68855535454035
318,147.432,1454,1317,1551,0,254,547,9095.0,83.0023568416858,17.68855535454035
319,148.841,1544,1461,1642,294,692,651,9095.0,83.00441299683048,17.68855535454035
320,159.476,1656,1551,1713,280,780,760,9095.0,83.00544107440282,17.68855535454035
321,145.615,1698,1604,1660,274,830,805,9095.0,83.00646915197517,17.68855535454035
322,170.429,1812,1727,1541,275,953,919,9095.0,83.0074972295475,17.68855535454035
323,152.432,1877,1945,1420,97,1237,983,9095.0,83.00852530711984,17.68855535454035
324,156.977,1972,2041,1331,35,1273,1079,9095.0,83.00955338469217,17.68855535454035
325,204.379,2090,2158,1253,152,1390,1196,9095.0,83.01058146226451,17.68855535454035
