,POP_2015,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,31.978,166,11,1622,2833,7817.0,76.37829553341348,12.918801764482696
1,38.469,170,5,1623,2828,7817.0,76.37814126829805,12.917985022536092
2,40.699,5,168,1458,2663,7817.0,76.37900070371948,12.917168281610268
3,53.681,10,163,1460,2659,7817.0,76.37884645780484,12.916351541705144
4,33.514,297,450,1173,2372,7817.0,76.3795516816187,12.914718064956753
5,34.574,293,457,1169,2375,7817.0,76.38056536539052,12.91471806495675
6,48.36,346,469,1117,2322,7817.0,76.3804111472534,12.913901328113344
7,56.606,584,403,1078,2240,7817.0,76.38142482897852,12.913901328113337
8,54.613,584,403,1078,2240,7817.0,76.38243851070364,12.913901328113338
9,91.966,459,320,996,2207,7817.0,76.38025693973982,12.913084592290355
10,73.5,497,351,1027,2214,7817.0,76.38127061941837,12.913084592290355
11,66.113,584,403,1078,2240,7817.0,76.38228429909694,12.913084592290355
12,65.675,726,294,970,2132,7817.0,76.3832979787755,12.913084592290355
13,67.631,910,345,935,2074,7817.0,76.38431165845407,12.913084592290357
14,81.398,535,382,1058,2220,7817.0,76.38111642048173,12.912267857487738
15,65.272,674,243,919,2080,7817.0,76.38213009811388,12.912267857487738
16,63.334,712,205,881,2042,7817.0,76.38314377574602,12.912267857487738
17,89.772,804,222,811,1951,7817.0,76.38415745337815,12.912267857487741
18,40.041,779,0,675,1887,7817.0,76.38298958334012,12.911451123705413
19,51.56,869,287,746,1885,7817.0,76.38400325892597,12.911451123705412
20,75.456,890,308,725,1865,7817.0,76.38501693451182,12.911451123705413
21,46.111,1241,659,634,1773,7817.0,76.3860306100977,12.911451123705415
22,16.199,1241,659,634,1773,7817.0,76.38704428568357,12.911451123705415
23,80.667,1518,1190,834,1656,7817.0,76.39008531244112,12.911451123705413
24,67.942,1476,1143,917,1576,7817.0,76.39109898802698,12.911451123705413
25,59.751,1363,1030,905,1463,7817.0,76.39211266361283,12.911451123705412
26,11.756,2140,1425,1279,2478,7817.0,76.37573968677961,12.910634390943313
27,40.516,779,0,675,1887,7817.0,76.38283540155764,12.910634390943311
28,65.035,890,308,725,1865,7817.0,76.38384907509736,12.910634390943313
29,97.543,890,308,725,1865,7817.0,76.38486274863709,12.910634390943311
30,109.994,1196,614,592,1731,7817.0,76.3858764221768,12.910634390943313
31,65.784,1233,651,598,1737,7817.0,76.38689009571652,12.910634390943311
32,105.917,1443,984,529,1669,7817.0,76.38790376925623,12.910634390943311
33,85.147,1443,984,529,1669,7817.0,76.38891744279594,12.910634390943313
34,68.819,1366,1043,680,1543,7817.0,76.38993111633567,12.910634390943311
35,73.957,1441,1108,952,1541,7817.0,76.39094478987539,12.910634390943311
36,63.992,1363,1030,905,1463,7817.0,76.3919584634151,12.910634390943315
37,29.729,2124,1409,1263,2462,7817.0,76.37558552994234,12.909817659201368
38,68.179,1139,557,506,1645,7817.0,76.38572224487956,12.909817659201368
39,79.168,1184,602,520,1659,7817.0,76.38673591637327,12.909817659201368
40,74.469,1353,853,440,1579,7817.0,76.38774958786699,12.909817659201368
41,95.367,1402,951,497,1603,7817.0,76.3887632593607,12.909817659201364
42,77.358,1327,1004,658,1477,7817.0,76.38977693085442,12.909817659201368
43,66.168,1366,1043,697,1477,7817.0,76.39079060234815,12.909817659201368
44,53.297,1184,851,726,1284,7817.0,76.39180427384184,12.909817659201364
45,48.799,1356,580,658,1858,7817.0,76.38151340041432,12.909000928479506
46,52.858,1413,637,634,1834,7817.0,76.38252706986218,12.909000928479506
47,48.086,1052,272,403,1614,7817.0,76.38354073931006,12.909000928479506
48,43.387,1078,298,386,1589,7817.0,76.3845544087579,12.909000928479507
49,69.295,1208,738,295,1434,7817.0,76.38658174765364,12.909000928479507
50,85.366,1281,816,367,1506,7817.0,76.3875954171015,12.909000928479507
51,103.302,1307,848,393,1532,7817.0,76.38860908654934,12.909000928479507
52,64.267,1223,900,554,1400,7817.0,76.3896227559972,12.909000928479507
53,64.87,1168,835,709,1268,7817.0,76.39165009489292,12.909000928479506
54,42.363,1543,827,681,1881,7817.0,76.38034558514454,12.908184198777656
55,58.471,1428,712,603,1803,7817.0,76.38135925254669,12.908184198777656
56,65.291,1428,712,567,1766,7817.0,76.38237291994884,12.908184198777658
57,58.416,1266,716,366,1565,7817.0,76.38440025475309,12.908184198777658
58,83.501,1190,564,276,1456,7817.0,76.38642758955739,12.908184198777658
59,70.703,1159,700,246,1385,7817.0,76.38744125695953,12.908184198777658
60,82.587,1189,730,276,1415,7817.0,76.38845492436168,12.908184198777658
61,77.084,1077,754,408,1264,7817.0,76.38946859176382,12.908184198777656
62,92.003,1019,696,475,1206,7817.0,76.39048225916598,12.908184198777658
63,70.501,1042,709,583,1142,7817.0,76.39149592656813,12.908184198777656
64,65.071,1166,833,697,1255,7817.0,76.39250959397027,12.908184198777656
65,31.832,1219,886,688,1246,7817.0,76.39352326137238,12.908184198777658
66,50.572,1464,942,797,1917,7817.0,76.380191449945,12.90736747009576
67,91.637,1408,835,689,1848,7817.0,76.38120511530157,12.907367470095766
68,77.906,1428,712,567,1766,7817.0,76.38221878065812,12.907367470095762
69,73.975,1223,1019,624,1675,7817.0,76.38323244601469,12.907367470095762
70,70.501,1172,678,304,1503,7817.0,76.38424611137127,12.907367470095762
71,68.198,1066,525,159,1365,7817.0,76.38525977672784,12.907367470095762
72,82.569,1111,579,198,1409,7817.0,76.3862734420844,12.907367470095762
73,81.472,1106,647,193,1372,7817.0,76.38728710744095,12.907367470095762
74,77.01,1093,739,285,1280,7817.0,76.38830077279755,12.907367470095766
75,73.207,1045,722,415,1232,7817.0,76.3893144381541,12.90736747009576
76,54.156,957,634,477,1144,7817.0,76.39032810351065,12.90736747009576
77,61.451,956,623,498,1056,7817.0,76.39134176886724,12.907367470095766
78,92.167,1186,853,717,1275,7817.0,76.3923554342238,12.907367470095762
79,59.959,1175,842,645,1203,7817.0,76.39336909958037,12.907367470095762
80,65.144,1400,1015,854,1852,7817.0,76.3800373253677,12.90655074243375
81,76.133,1319,925,765,1771,7817.0,76.38105098867881,12.906550742433746
82,102.534,1162,1079,563,1615,7817.0,76.38307831530108,12.906550742433748
83,93.648,1166,907,304,1503,7817.0,76.38409197861222,12.906550742433744
