,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,127.266,2050,1305,1587,1059,1352,10040.0,93.16763215861982,25.768627778340377
1,54.521,2148,1402,1685,1306,1450,10040.0,93.16509309650758,25.767786052431063
2,66.345,2050,1305,1587,1059,1352,10040.0,93.16722223152169,25.767786052431063
3,96.333,1980,1119,1562,726,1281,10040.0,93.17041593404285,25.767786052431067
4,106.451,1980,1119,1562,726,1281,10040.0,93.17148050154992,25.767786052431067
5,53.759,2148,1402,1685,1306,1450,10040.0,93.1646831972231,25.76694432878756
6,66.894,2714,2113,2150,2017,2161,10040.0,93.15747613325057,25.76526088829752
7,98.07,2714,2113,2150,2017,2161,10040.0,93.15854068670691,25.765260888297522
8,117.88,1471,611,1054,0,773,10040.0,93.17622819531539,25.76441917145081
9,119.068,1529,668,1111,57,830,10040.0,93.17729274408855,25.76441917145082
10,127.053,1529,668,1111,57,830,10040.0,93.17581831361188,25.763577456869527
11,37.302,1543,682,1125,71,844,10040.0,93.1768828577021,25.763577456869523
12,94.87,1253,393,836,0,555,10040.0,93.17540845035339,25.76273574455355
13,33.127,1378,1387,1894,1490,1631,10040.0,93.18286022620585,25.76273574455355
14,53.028,1378,1387,1894,1490,1631,10040.0,93.18392476561333,25.762735744553545
15,29.897,956,1052,1472,1067,1209,10040.0,93.18204048946752,25.76105232671716
16,26.636,1169,1177,1684,1280,1421,10040.0,93.18416954955288,25.761052326717163
17,27.123,1283,1177,1799,1325,1536,10040.0,93.18523407959552,25.76105232671716
18,55.161,1634,1364,2069,1511,1977,10040.0,93.18949219976618,25.76105232671716
19,11.642,956,1052,1472,1067,1209,10040.0,93.18163064876558,25.76021062119656
20,50.224,1169,1177,1684,1280,1421,10040.0,93.18375969948669,25.760210621196556
21,52.174,1634,1364,2069,1511,1977,10040.0,93.18908232628951,25.76021062119656
22,124.249,979,233,516,627,280,10040.0,93.1716401403995,25.759368917940893
23,92.25,952,206,489,600,254,10040.0,93.17270466107817,25.75936891794089
24,113.308,860,0,442,393,161,10040.0,93.17376918175684,25.759368917940893
25,119.678,802,57,385,450,104,10040.0,93.17483370243554,25.75936891794089
26,90.634,888,369,543,763,208,10040.0,93.17589822311417,25.759368917940893
27,129.186,811,423,597,817,261,10040.0,93.17696274379288,25.75936891794089
28,70.856,719,515,689,830,353,10040.0,93.17802726447155,25.759368917940893
29,58.3,1250,979,1685,1127,1663,10040.0,93.18441438854356,25.759368917940893
30,45.348,1250,979,1685,1127,1663,10040.0,93.18547890922224,25.759368917940893
31,101.484,1617,1361,1053,1062,1388,10040.0,93.16590779873498,25.758527216950064
32,2.865,1617,1361,1053,1062,1388,10040.0,93.16697231473196,25.75852721695006
33,115.472,925,180,463,573,227,10040.0,93.17229489471693,25.75852721695006
34,118.702,802,57,385,450,104,10040.0,93.17335941071393,25.75852721695006
35,111.876,752,134,335,527,27,10040.0,93.17442392671093,25.758527216950057
36,116.996,860,269,443,663,107,10040.0,93.17548844270789,25.75852721695006
37,108.219,719,515,689,830,353,10040.0,93.17761747470189,25.75852721695006
38,32.152,683,779,1199,795,936,10040.0,93.17974650669589,25.75852721695006
39,54.338,683,779,1199,795,936,10040.0,93.18081102269286,25.75852721695006
40,83.96,1250,979,1685,1127,1663,10040.0,93.18400457068384,25.758527216950057
41,45.591,1250,979,1685,1127,1663,10040.0,93.18506908668084,25.758527216950057
42,172.797,1617,1361,1053,1062,1388,10040.0,93.16549807890355,25.757685518223973
43,94.84,1617,1361,1053,1062,1388,10040.0,93.16656259021906,25.75768551822397
44,115.746,1106,378,265,551,425,10040.0,93.1729496581122,25.757685518223973
45,79.45,712,197,244,531,90,10040.0,93.1740141694277,25.75768551822397
46,122.939,735,223,218,505,116,10040.0,93.17507868074324,25.75768551822397
47,116.021,593,322,424,553,160,10040.0,93.17614319205875,25.757685518223973
48,10.606,479,575,994,590,731,10040.0,93.17827221468981,25.757685518223973
49,23.588,479,575,994,590,731,10040.0,93.17933672600533,25.757685518223965
50,30.354,683,779,1199,795,936,10040.0,93.18040123732088,25.75768551822397
51,75.336,1080,809,1514,957,1493,10040.0,93.18465928258294,25.757685518223965
52,34.346,1037,767,1472,915,1450,10040.0,93.18572379389848,25.757685518223973
53,119.921,1366,1110,802,811,1138,10040.0,93.16721739077974,25.756843821762526
54,112.303,1366,1110,802,811,1138,10040.0,93.168281897414,25.756843821762526
55,74.787,1045,439,203,489,487,10040.0,93.17253992395104,25.75684382176253
56,31.512,695,294,148,434,187,10040.0,93.1736044305853,25.756843821762526
57,127.236,634,294,298,434,187,10040.0,93.17466893721956,25.75684382176253
58,124.676,559,300,373,503,193,10040.0,93.17573344385384,25.756843821762526
59,110.078,463,441,543,575,295,10040.0,93.1767979504881,25.756843821762526
60,84.174,479,575,994,590,731,10040.0,93.17786245712234,25.75684382176253
61,8.289,454,550,970,566,707,10040.0,93.17892696375661,25.756843821762523
62,121.841,1037,767,1472,915,1450,10040.0,93.18424949692798,25.756843821762526
63,133.3,1002,732,1437,879,1415,10040.0,93.18531400356223,25.756843821762534
64,22.278,1366,1110,802,811,1138,10040.0,93.16680769846374,25.756002127565637
65,124.34,1366,1110,802,811,1138,10040.0,93.16787220041694,25.75600212756563
66,125.712,1056,817,491,500,827,10040.0,93.17106570627662,25.75600212756563
67,161.003,1056,817,491,500,827,10040.0,93.17213020822985,25.756002127565637
68,76.219,603,382,240,369,275,10040.0,93.17425921213626,25.756002127565637
69,133.026,457,402,476,568,295,10040.0,93.17532371408947,25.75600212756563
70,118.062,457,402,476,568,295,10040.0,93.17638821604268,25.756002127565633
71,161.277,363,459,653,475,390,10040.0,93.1774527179959,25.756002127565637
72,134.032,376,472,892,487,628,10040.0,93.17851721994913,25.75600212756563
73,24.563,376,472,892,487,628,10040.0,93.17958172190234,25.756002127565633
74,151.982,1147,891,582,591,918,10040.0,93.16852701913075,25.75516043563319
75,99.716,1147,891,582,591,918,10040.0,93.16959151640316,25.755160435633197
76,128.637,1043,787,479,488,814,10040.0,93.17065601367554,25.755160435633197
77,108.493,969,730,405,414,740,10040.0,93.1717205109479,25.755160435633194
78,123.121,879,640,314,323,650,10040.0,93.1727850082203,25.755160435633197
79,97.888,803,480,37,248,373,10040.0,93.17384950549265,25.75516043563319
80,154.206,437,367,406,203,441,10040.0,93.17597850003743,25.755160435633194
81,133.818,294,332,549,323,479,10040.0,93.17704299730981,25.755160435633194
82,107.183,238,329,692,349,515,10040.0,93.17810749458218,25.75516043563319
83,95.785,173,269,758,284,581,10040.0,93.17917199185455,25.755160435633194
84,78.962,301,316,866,178,712,10040.0,93.18023648912694,25.755160435633197
85,137.11,1043,787,479,488,814,10040.0,93.16918184692115,25.754318745965108
86,124.737,1043,787,479,488,814,10040.0,93.17024633951291,25.754318745965104
87,104.897,797,559,233,242,568,10040.0,93.1723753246964,25.754318745965104
88,132.874,702,464,138,147,473,10040.0,93.17343981728816,25.75431874596511
89,123.944,555,316,286,0,463,10040.0,93.17450430987992,25.75431874596511
90,111.784,454,217,389,103,364,10040.0,93.17556880247164,25.754318745965104
91,148.416,294,332,549,323,479,10040.0,93.17663329506341,25.754318745965104
92,129.735,293,332,550,324,480,10040.0,93.17769778765516,25.754318745965104
93,159.997,141,226,722,253,591,10040.0,93.17876228024693,25.754318745965104
94,148.05,154,252,794,185,660,10040.0,93.17982677283868,25.75431874596511
95,128.973,177,192,742,54,663,10040.0,93.18089126543045,25.754318745965108
96,91.122,403,419,969,281,889,10040.0,93.18195575802218,25.754318745965104
97,69.85,435,451,1001,312,921,10040.0,93.18302025061394,25.754318745965104
98,32.274,437,452,1002,314,922,10040.0,93.1840847432057,25.754318745965108
99,121.171,690,419,1125,567,1175,10040.0,93.18514923579745,25.754318745965108
100,148.447,980,621,643,428,768,10040.0,93.16983668378813,25.75347705856129
101,148.934,980,621,643,428,768,10040.0,93.17090117169943,25.753477058561288
102,138.268,555,316,286,0,463,10040.0,93.17409463543346,25.753477058561295
103,93.621,454,215,387,101,362,10040.0,93.1751591233448,25.753477058561288
104,92.676,439,173,462,176,320,10040.0,93.17622361125613,25.75347705856129
105,125.803,249,364,601,449,496,10040.0,93.17728809916748,25.753477058561295
106,138.572,246,277,594,308,464,10040.0,93.1783525870788,25.75347705856129
107,118.306,6,110,697,120,617,10040.0,93.17941707499014,25.753477058561295
108,116.508,137,152,702,14,623,10040.0,93.18048156290149,25.753477058561295
109,123.853,360,375,925,237,845,10040.0,93.18261053872416,25.753477058561288
110,26.026,441,421,1007,319,927,10040.0,93.18367502663548,25.753477058561288
111,82.223,539,334,1039,416,1024,10040.0,93.18473951454683,25.753477058561295
112,70.886,1264,1007,1032,0,988,10040.0,93.16729808003826,25.75263537342165
113,178.648,980,621,643,428,768,10040.0,93.16942704650049,25.752635373421647
114,139.395,980,621,643,428,768,10040.0,93.17049152973162,25.75263537342165
115,137.445,740,380,402,187,527,10040.0,93.17155601296278,25.75263537342165
116,111.419,698,338,360,148,485,10040.0,93.1726204961939,25.75263537342165
117,134.763,577,218,398,186,365,10040.0,93.17368497942505,25.75263537342165
118,125.773,521,161,455,191,308,10040.0,93.17474946265617,25.752635373421654
119,84.143,446,86,526,251,233,10040.0,93.17581394588731,25.752635373421658
120,108.249,241,440,596,578,517,10040.0,93.17687842911843,25.75263537342165
121,73.385,212,411,568,549,488,10040.0,93.17794291234956,25.75263537342165
122,135.555,112,311,468,449,388,10040.0,93.17900739558071,25.75263537342165
123,127.906,48,0,561,149,481,10040.0,93.18007187881183,25.752635373421658
124,12.129,331,346,896,208,816,10040.0,93.1822008452741,25.75263537342165
125,126.9,572,301,1006,449,1057,10040.0,93.18432981173635,25.752635373421647
126,46.14,1117,861,886,146,841,10040.0,93.16795294909831,25.751793690546066
127,106.969,1117,861,886,146,841,10040.0,93.16901742764945,25.751793690546073
128,135.86,733,476,502,74,457,10040.0,93.17221086330287,25.751793690546076
129,110.931,659,402,428,0,383,10040.0,93.17327534185402,25.751793690546073
130,156.187,550,294,532,108,275,10040.0,93.17433982040515,25.751793690546066
131,153.993,359,0,516,316,146,10040.0,93.17540429895627,25.751793690546073
132,90.604,243,116,466,432,97,10040.0,93.17646877750742,25.751793690546076
