,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,28.543,5000,855,1802,4174,5000,5000,5901.0,60.93477958675418,41.59554205797851
1,30.999,5000,1036,2224,5000,5000,5000,5901.0,60.91870660520509,41.59463933316149
2,32.685,5000,1036,2224,5000,5000,5000,5901.0,60.91990192168236,41.594639333161496
3,0.017,5000,870,2057,4835,5000,5000,5901.0,60.91817289877787,41.59373661306082
4,7.651,5000,870,2057,4835,5000,5000,5901.0,60.91936820478299,41.59373661306082
5,8.781,5000,624,2039,4589,5000,5000,5901.0,60.92414942880354,41.59373661306082
6,14.276,5000,624,2039,4589,5000,5000,5901.0,60.92534473480868,41.59373661306082
7,35.381,5000,595,1541,3914,5000,5000,5901.0,60.93371187684464,41.59373661306082
8,22.158,5000,595,1541,3914,5000,5000,5901.0,60.93490718284978,41.59373661306081
9,21.011,5000,4424,5000,4057,3344,5000,5901.0,61.01021146117338,41.59373661306082
10,15.705,5000,4599,5000,4232,3519,5000,5901.0,61.01857860320933,41.59373661306082
11,0.0,5000,870,2057,4835,5000,5000,5901.0,60.91883451265627,41.59283389767627
12,0.0,5000,565,1752,4530,5000,5000,5901.0,60.92242039925678,41.592833897676265
13,0.0,5000,452,1866,4416,5000,5000,5901.0,60.92361569479029,41.59283389767627
14,0.0,5000,452,1866,4416,5000,5000,5901.0,60.924810990323785,41.59283389767628
15,29.655,5000,469,1416,3788,5000,5000,5901.0,60.933178059058285,41.59283389767627
16,19.419,5000,469,1416,3788,5000,5000,5901.0,60.934373354591784,41.59283389767627
17,24.494,5000,4424,5000,4057,3344,5000,5901.0,61.00967697320236,41.59283389767627
18,6.941,5000,4424,5000,4057,3344,5000,5901.0,61.010872268735866,41.592833897676265
19,13.112,5000,4430,5000,4064,3350,5000,5901.0,61.01804404193687,41.59283389767627
20,6.248,5000,4430,5000,4064,3350,5000,5901.0,61.019239337470374,41.592833897676265
21,0.0,5000,565,1752,4530,5000,5000,5901.0,60.921886700487796,41.59193118700768
22,0.0,5000,452,1866,4416,5000,5000,5901.0,60.92308198555015,41.59193118700768
23,0.0,5000,452,1866,4416,5000,5000,5901.0,60.92427727061249,41.591931187007674
24,0.976,5000,0,1592,3964,5000,5000,5901.0,60.929058410861906,41.591931187007674
25,25.538,5000,41,1551,3923,5000,5000,5901.0,60.93025369592426,41.59193118700768
26,22.723,5000,469,1416,3788,5000,5000,5901.0,60.93264426604896,41.59193118700769
27,10.108,5000,469,1416,3788,5000,5000,5901.0,60.93383955111132,41.59193118700769
28,21.978,5000,4430,5000,4064,3350,5000,5901.0,61.01750950547597,41.59193118700768
29,17.673,5000,4396,5000,4029,3316,5000,5901.0,61.01870479053831,41.591931187007674
30,10.244,5000,0,1592,3964,5000,5000,5901.0,60.928524674040126,41.59102848105485
31,19.325,5000,41,1551,3923,5000,5000,5901.0,60.9297199486318,41.59102848105485
32,25.41,5000,322,1269,3641,5000,5000,5901.0,60.93211049781519,41.591028481054856
33,24.957,5000,322,1269,3641,5000,5000,5901.0,60.93330577240688,41.591028481054856
34,13.813,5000,4361,5000,3995,3281,5000,5901.0,61.01817026841678,41.591028481054856
35,8.576,5000,842,1476,4585,5000,5000,5901.0,60.92081937726188,41.59012577981757
36,22.56,5000,842,1476,4585,5000,5000,5901.0,60.92201464138339,41.590125779817576
37,16.21,5000,4123,5000,3756,3043,5000,5901.0,61.017635771104324,41.59012577981756
38,27.353,5000,945,1372,4481,5000,5000,5901.0,60.92028575280204,41.589223083295664
39,42.869,5000,945,1372,4481,5000,5000,5901.0,60.92148100645386,41.58922308329566
40,22.868,5000,3918,4872,3551,2838,5000,5901.0,61.011125030340374,41.589223083295664
41,21.952,5000,3918,4872,3551,2838,5000,5901.0,61.012320283992196,41.589223083295664
42,11.083,5000,4123,5000,3756,3043,5000,5901.0,61.01710129859947,41.58922308329566
43,23.288,5000,1091,1227,4336,5000,5000,5901.0,60.92094739629158,41.58832039148892
44,19.967,5000,678,913,3286,5000,5000,5901.0,60.931704584935105,41.58832039148892
45,0.573,5000,3918,4872,3551,2838,5000,5901.0,61.0105906349877,41.588320391488935
46,28.106,5000,3918,4872,3551,2838,5000,5901.0,61.01178587817032,41.588320391488935
47,0.017,5000,1091,1227,4336,5000,5000,5901.0,60.92041381089513,41.587417704397176
48,18.264,5000,789,854,3962,5000,5000,5901.0,60.91390413903472,41.58651502202021
49,22.654,5000,679,707,3080,5000,5000,5901.0,60.93063725047399,41.58651502202021
50,10.056,5000,815,843,3215,5000,5000,5901.0,60.93183247271964,41.5865150220202
51,1.095,5000,815,843,3215,5000,5000,5901.0,60.93302769496532,41.58651502202021
52,19.924,4957,3610,4563,3243,2530,4898,5901.0,61.011912363179,41.58651502202021
