,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,111.381,3021,3571,3055,1117,1036,2314,4457.0,33.600236513704616,-16.136370334522002
1,116.405,3021,3571,3055,1117,1036,2314,4457.0,33.6012593675232,-16.136370334522006
2,30.185,3158,3708,3192,501,286,1525,4457.0,33.6095283743012,-16.13719163191744
3,29.71,3334,3885,3368,678,462,775,4457.0,33.614642656507364,-16.13719163191744
4,115.455,2851,3401,2885,886,653,1930,4457.0,33.60347740115037,-16.138012930613282
5,92.78,2554,3105,2589,1619,1814,3169,4457.0,33.59128923140643,-16.13883423060961
6,113.69,2554,3105,2589,1619,1814,3169,4457.0,33.59231209309342,-16.13883423060961
7,103.755,2851,3401,2885,886,653,1930,4457.0,33.60254070996326,-16.138834230609614
8,136.862,2851,3401,2885,886,653,1930,4457.0,33.603563571650234,-16.13883423060961
9,108.711,2808,3358,2842,783,550,1827,4457.0,33.604586433337225,-16.13883423060961
10,62.57,2855,3406,2890,826,597,1850,4457.0,33.60663215671119,-16.13883423060961
11,57.169,2855,3406,2890,826,597,1850,4457.0,33.60765501839818,-16.13883423060961
12,22.71,2871,3422,2905,215,0,1238,4457.0,33.61072360345913,-16.13883423060961
13,21.461,5000,5000,5000,5000,5000,5000,4457.0,33.61379218852008,-16.13883423060961
14,39.918,2554,3105,2589,1619,1814,3169,4457.0,33.59137537543245,-16.139655531906506
15,100.361,2615,3166,2649,1524,1719,3086,4457.0,33.592398239742536,-16.139655531906506
16,111.427,2687,3237,2721,1453,1648,3015,4457.0,33.59342110405263,-16.13965553190651
17,75.378,3075,3625,3109,1171,1367,2733,4457.0,33.59546683267279,-16.13965553190651
18,71.079,3075,3625,3109,1171,1367,2733,4457.0,33.596489696982886,-16.13965553190651
19,80.176,2695,3246,2730,792,988,2354,4457.0,33.599558289913155,-16.139655531906506
20,102.171,2669,3219,2703,765,832,2274,4457.0,33.60058115422324,-16.13965553190651
21,97.306,2663,3213,2697,759,683,2118,4457.0,33.60160401853333,-16.139655531906506
22,93.798,2691,3241,2725,787,711,2091,4457.0,33.6026268828434,-16.139655531906506
23,105.136,2808,3358,2842,783,550,1827,4457.0,33.60364974715349,-16.139655531906506
24,116.631,2699,3249,2733,674,441,1718,4457.0,33.60467261146358,-16.139655531906506
25,95.335,2715,3266,2749,690,457,1734,4457.0,33.60569547577368,-16.139655531906502
26,50.214,2696,3247,2730,671,438,1715,4457.0,33.60671834008376,-16.139655531906506
27,16.145,2862,3413,2896,206,8,1247,4457.0,33.610809797324116,-16.139655531906502
28,11.158,5000,5000,5000,5000,5000,5000,4457.0,33.61387839025437,-16.139655531906506
29,27.494,3414,3964,3448,964,749,489,4457.0,33.61490125456446,-16.13965553190651
30,69.811,3452,4002,3486,1002,787,526,4457.0,33.615924118874545,-16.139655531906506
31,0.091,2451,3001,2485,1603,1799,3065,4457.0,33.591461524460136,-16.140476834504028
32,68.408,2480,3030,2514,1572,1768,3084,4457.0,33.59248439139347,-16.140476834504025
33,88.707,2612,3162,2646,1254,1449,2816,4457.0,33.595552992193504,-16.140476834504025
34,111.562,2796,3346,2830,994,1190,2556,4457.0,33.59657585912685,-16.140476834504025
35,98.89,2796,3346,2830,994,1190,2556,4457.0,33.59759872606019,-16.140476834504025
36,71.78,2676,3226,2710,773,968,2335,4457.0,33.59862159299354,-16.140476834504025
37,79.814,2676,3226,2710,773,968,2335,4457.0,33.59964445992688,-16.140476834504028
38,104.298,2558,3109,2592,655,850,2217,4457.0,33.600667326860226,-16.140476834504025
39,78.071,2588,3138,2622,684,650,2092,4457.0,33.601690193793566,-16.140476834504028
40,109.571,2626,3176,2660,723,488,1931,4457.0,33.602713060726906,-16.140476834504025
41,84.249,2686,3236,2720,746,428,1871,4457.0,33.60373592766026,-16.140476834504028
42,121.519,2699,3249,2733,674,441,1718,4457.0,33.60475879459359,-16.140476834504025
43,71.465,2581,3131,2615,555,322,1600,4457.0,33.60578166152694,-16.140476834504028
44,65.551,2696,3247,2730,671,438,1715,4457.0,33.60680452846029,-16.140476834504028
45,41.233,2656,3206,2690,0,215,1276,4457.0,33.60885026232697,-16.140476834504028
46,50.283,2656,3206,2690,0,215,1276,4457.0,33.609873129260315,-16.140476834504025
47,29.147,2942,3492,2976,285,106,1345,4457.0,33.610895996193655,-16.140476834504025
48,17.11,5000,5000,5000,5000,5000,5000,4457.0,33.613964596993696,-16.140476834504028
49,56.787,3255,3805,3289,1123,908,330,4457.0,33.61498746392703,-16.140476834504025
50,106.086,2262,2813,2297,1528,1723,2877,4457.0,33.59257054804635,-16.141298138402266
51,67.073,2375,2925,2409,1416,1611,2977,4457.0,33.5935934176031,-16.141298138402263
52,110.635,2574,3124,2608,1216,1412,2778,4457.0,33.59461628715985,-16.141298138402266
53,89.205,2612,3162,2646,1195,1391,2757,4457.0,33.595639156716615,-16.141298138402266
54,95.224,2748,3298,2782,1042,1238,2604,4457.0,33.59666202627335,-16.141298138402266
55,76.94,2796,3346,2830,994,1190,2556,4457.0,33.597684895830106,-16.141298138402266
56,85.222,2676,3226,2710,773,968,2335,4457.0,33.59870776538686,-16.141298138402266
57,103.009,2578,3129,2612,675,870,2237,4457.0,33.59973063494361,-16.141298138402266
58,68.589,2498,3048,2532,595,748,2157,4457.0,33.60075350450036,-16.141298138402263
59,91.898,2513,3063,2547,610,601,2044,4457.0,33.60177637405711,-16.141298138402266
60,71.758,2519,3069,2553,616,568,2011,4457.0,33.602799243613866,-16.141298138402263
61,79.565,2583,3134,2618,643,325,1767,4457.0,33.603822113170615,-16.141298138402263
62,92.509,2498,3048,2532,558,240,1682,4457.0,33.60484498272737,-16.141298138402266
63,93.12,2581,3131,2615,555,322,1600,4457.0,33.60586785228412,-16.141298138402263
64,70.454,2421,2971,2455,235,162,1279,4457.0,33.60689072184088,-16.141298138402266
65,34.552,2421,2971,2455,235,162,1279,4457.0,33.60791359139762,-16.141298138402263
66,54.967,3102,3652,3136,972,1061,371,4457.0,33.61405080873813,-16.141298138402266
67,48.698,3285,3835,3319,1155,940,298,4457.0,33.61507367829488,-16.141298138402266
68,92.757,3364,3914,3398,1254,1039,315,4457.0,33.61609654785163,-16.141298138402263
69,36.162,2332,2882,2366,1675,1871,2946,4457.0,33.59163383752095,-16.14211944360129
70,38.492,2252,2802,2286,1576,1771,2866,4457.0,33.592656709701274,-16.14211944360129
71,119.234,2533,3083,2567,629,825,2191,4457.0,33.599816814963454,-16.14211944360129
72,91.264,2437,2987,2471,533,729,2095,4457.0,33.60083968714377,-16.14211944360129
73,73.59,2399,2950,2433,496,692,2058,4457.0,33.60186255932408,-16.14211944360129
74,107.308,2355,2905,2389,452,475,1918,4457.0,33.60288543150439,-16.14211944360129
75,96.175,2315,2865,2349,412,393,1836,4457.0,33.6039083036847,-16.14211944360129
76,79.814,2399,2949,2433,477,223,1665,4457.0,33.604931175865005,-16.142119443601285
77,73.647,2315,2866,2350,375,57,1499,4457.0,33.60595404804532,-16.14211944360129
78,46.29,2340,2891,2375,315,82,1359,4457.0,33.606976920225634,-16.14211944360129
79,35.34,2421,2971,2455,235,162,1279,4457.0,33.607999792405934,-16.14211944360129
80,3.802,2926,3476,2960,796,962,547,4457.0,33.6120912811272,-16.142119443601285
81,29.916,2984,3534,3018,854,1019,489,4457.0,33.61311415330751,-16.14211944360129
82,59.922,3102,3652,3136,972,1080,371,4457.0,33.614137025487814,-16.14211944360129
83,52.839,3314,3865,3348,1187,972,265,4457.0,33.61515989766813,-16.14211944360129
84,61.552,3298,3849,3333,1276,1104,250,4457.0,33.61618276984843,-16.14211944360129
85,84.747,3298,3849,3333,1276,1104,250,4457.0,33.61720564202874,-16.142119443601285
86,13.08,2358,2908,2392,1701,1897,2972,4457.0,33.59172000155431,-16.142940750101157
87,64.788,2188,2738,2222,1646,1861,2803,4457.0,33.59274287635833,-16.14294075010116
88,104.321,2757,3308,2791,1372,1568,2934,4457.0,33.595811500770395,-16.142940750101157
89,122.334,2757,3308,2791,1372,1568,2934,4457.0,33.596834375574424,-16.142940750101157
90,114.436,2258,2808,2292,787,1046,2349,4457.0,33.59785725037845,-16.14294075010116
91,112.875,2223,2773,2257,751,1011,2313,4457.0,33.598880125182475,-16.142940750101157
92,65.919,2375,2926,2409,646,873,2208,4457.0,33.599902999986504,-16.142940750101157
93,61.461,2480,3031,2514,577,773,2139,4457.0,33.600925874790526,-16.142940750101157
94,68.295,2248,2799,2282,345,540,1907,4457.0,33.60194874959455,-16.14294075010116
95,98.302,2350,2901,2385,447,456,1871,4457.0,33.60297162439857,-16.142940750101157
96,104.593,2315,2865,2349,412,360,1803,4457.0,33.6039944992026,-16.142940750101157
97,93.866,2368,2918,2402,464,274,1717,4457.0,33.60501737400663,-16.14294075010116
98,48.505,2287,2837,2321,346,28,1471,4457.0,33.60604024881066,-16.14294075010116
99,61.667,2286,2837,2320,346,28,1414,4457.0,33.60706312361467,-16.142940750101157
100,70.875,2582,3132,2616,396,324,1118,4457.0,33.608085998418694,-16.142940750101157
101,63.158,2582,3132,2616,396,324,1118,4457.0,33.60910887322272,-16.14294075010116
102,4.232,2691,3242,2725,331,496,945,4457.0,33.61013174802674,-16.142940750101157
103,11.156,2791,3341,2825,661,826,674,4457.0,33.61115462283077,-16.14294075010116
104,96.107,2926,3476,2960,796,962,547,4457.0,33.61217749763479,-16.142940750101157
105,64.245,2926,3476,2960,796,962,547,4457.0,33.61320037243882,-16.14294075010116
106,68.838,3071,3621,3105,1024,1189,297,4457.0,33.61422324724283,-16.142940750101157
107,50.735,3116,3667,3151,1095,1170,202,4457.0,33.61524612204686,-16.142940750101157
