,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,41.802,3650,3438,3766,576,5000,8167.0,81.31673763609074,24.557165793327474
1,121.838,2888,2676,3004,287,5000,8167.0,81.30476212020909,24.556327236488183
2,0.0,3508,3295,3623,201,5000,8167.0,81.31111029378752,24.556327236488187
3,27.531,3508,3295,3623,201,5000,8167.0,81.31216832271726,24.556327236488183
4,29.833,3619,3406,3734,545,5000,8167.0,81.31640043843623,24.55632723648819
5,72.47,3650,3438,3766,576,5000,8167.0,81.31745846736597,24.556327236488187
6,135.907,2879,2666,2994,278,5000,8167.0,81.30442498624599,24.555488681779295
7,13.588,3508,3295,3623,201,5000,8167.0,81.31077313350144,24.55548868177929
8,23.33,3508,3295,3623,201,5000,8167.0,81.31183115804401,24.555488681779288
9,38.183,3392,3179,3507,86,5000,8167.0,81.31288918258657,24.55548868177929
10,10.678,3434,3221,3549,128,5000,8167.0,81.31394720712915,24.555488681779288
11,2.379,3396,3184,3512,322,5000,8167.0,81.31500523167172,24.555488681779288
12,33.755,3715,3502,3830,641,5000,8167.0,81.31712128075687,24.555488681779295
13,76.772,4040,3828,4024,966,5000,8167.0,81.32029535438458,24.555488681779288
14,95.319,4075,3863,4059,1001,5000,8167.0,81.32135337892714,24.555488681779295
15,112.273,4512,4177,4253,1291,5000,8167.0,81.32452745255488,24.555488681779295
16,96.787,4650,4269,4345,1382,5000,8167.0,81.32558547709745,24.555488681779295
17,90.41,4763,4382,4457,1371,5000,8167.0,81.32664350164,24.555488681779295
18,130.643,4824,4443,4519,1310,5000,8167.0,81.3277015261826,24.555488681779288
19,86.817,5000,5000,5000,2149,5000,8167.0,81.33193362435289,24.55548868177929
20,41.979,5000,5000,5000,2098,5000,8167.0,81.33299164889546,24.555488681779288
21,0.202,5000,5000,5000,1806,5000,8167.0,81.33828177160831,24.555488681779295
22,0.0,5000,5000,5000,1806,5000,8167.0,81.3393397961509,24.55548868177929
23,13.715,2956,2732,3193,477,5000,8167.0,81.30302984755718,24.5546501292007
24,44.256,2738,2525,2853,137,5000,8167.0,81.30408786771277,24.554650129200702
25,77.202,3017,2804,3132,470,5000,8167.0,81.306203908024,24.5546501292007
26,48.457,2908,2695,3023,449,5000,8167.0,81.30726192817961,24.5546501292007
27,4.681,3063,2851,3179,605,5000,8167.0,81.30831994833522,24.554650129200702
28,0.0,3306,3094,3422,0,5000,8167.0,81.31255202895764,24.554650129200702
29,1.417,3392,3179,3507,86,5000,8167.0,81.31361004911327,24.554650129200702
30,23.355,3341,3128,3456,267,5000,8167.0,81.31466806926886,24.554650129200702
31,23.355,3526,3313,3641,452,5000,8167.0,81.31572608942446,24.554650129200702
32,21.382,3526,3313,3641,452,5000,8167.0,81.31678410958008,24.554650129200702
33,20.319,3741,3528,3856,667,5000,8167.0,81.31784212973568,24.554650129200702
34,64.98,4102,3890,3997,1028,5000,8167.0,81.3199581700469,24.554650129200702
35,115.107,4146,3933,4130,1072,5000,8167.0,81.3210161902025,24.554650129200702
36,92.409,4275,4063,4259,1201,5000,8167.0,81.32207421035811,24.5546501292007
37,107.921,4332,4119,4278,1258,5000,8167.0,81.32313223051372,24.554650129200702
38,103.062,4433,4177,4253,1291,5000,8167.0,81.32419025066932,24.554650129200702
39,96.914,4602,4221,4297,1335,5000,8167.0,81.32524827082493,24.554650129200702
40,77.632,4719,4338,4413,1355,5000,8167.0,81.32630629098054,24.554650129200702
41,73.583,4841,4459,4535,1302,5000,8167.0,81.32736431113615,24.554650129200702
42,98.963,4917,4535,4611,1276,5000,8167.0,81.32842233129176,24.5546501292007
43,93.371,5000,4515,4591,1157,5000,8167.0,81.32948035144736,24.554650129200702
44,113.69,5000,4509,4585,1151,5000,8167.0,81.33053837160297,24.554650129200702
45,122.673,5000,5000,5000,2159,5000,8167.0,81.33159639175857,24.554650129200702
46,76.898,5000,5000,5000,2083,5000,8167.0,81.33265441191419,24.5546501292007
47,68.32,5000,5000,5000,2034,5000,8167.0,81.33371243206979,24.554650129200702
48,3.644,5000,5000,5000,2035,5000,8167.0,81.3347704522254,24.554650129200702
49,6.124,5000,5000,5000,1755,5000,8167.0,81.3379445126922,24.554650129200702
50,24.595,5000,5000,5000,1742,5000,8167.0,81.33900253284783,24.5546501292007
51,0.0,5000,5000,5000,1830,5000,8167.0,81.34006055300343,24.554650129200702
52,61.514,2737,2514,3256,696,5000,8167.0,81.30057671730242,24.55381157875232
53,61.159,2737,2514,3256,696,5000,8167.0,81.30163473307125,24.553811578752313
54,16.22,2723,2510,2838,122,5000,8167.0,81.30375076460895,24.553811578752313
55,108.022,2600,2388,2716,0,5000,8167.0,81.30480878037777,24.553811578752317
56,94.687,2927,2715,3043,469,5000,8167.0,81.30586679614665,24.55381157875231
57,79.682,2907,2694,3022,448,5000,8167.0,81.30692481191548,24.553811578752313
58,20.876,2988,2775,3103,529,5000,8167.0,81.30798282768433,24.553811578752317
59,28.163,3190,2977,3305,116,5000,8167.0,81.31327290652852,24.55381157875231
60,20.572,3274,3062,3390,200,5000,8167.0,81.31433092229739,24.553811578752313
61,48.305,3526,3313,3641,452,5000,8167.0,81.3153889380662,24.55381157875231
62,15.84,3649,3437,3764,575,5000,8167.0,81.31644695383505,24.553811578752317
63,46.483,3741,3528,3856,667,5000,8167.0,81.31750496960392,24.553811578752317
64,55.415,4157,3944,3908,1083,5000,8167.0,81.31962100114158,24.553811578752313
65,17.662,4142,3930,3883,1107,5000,8167.0,81.32067901691043,24.55381157875231
66,94.636,4398,4131,4191,1244,5000,8167.0,81.32279504844811,24.55381157875231
67,112.906,4498,4106,4182,1219,5000,8167.0,81.32385306421695,24.553811578752313
68,98.761,4578,4074,4150,1188,5000,8167.0,81.3249110799858,24.55381157875231
69,59.768,4672,4238,4313,1216,5000,8167.0,81.32596909575463,24.553811578752317
70,15.562,4759,4312,4387,1154,5000,8167.0,81.32702711152349,24.553811578752313
71,104.555,4877,4496,4571,1184,5000,8167.0,81.32808512729234,24.553811578752317
72,77.657,4940,4479,4555,1121,5000,8167.0,81.32914314306117,24.553811578752313
73,125.051,5000,4409,4484,1050,5000,8167.0,81.33020115883001,24.553811578752317
74,71.584,5000,4540,4615,1182,5000,8167.0,81.33125917459886,24.553811578752317
75,74.064,5000,5000,5000,1916,5000,8167.0,81.33337520613654,24.553811578752317
76,68.801,5000,5000,5000,1996,5000,8167.0,81.33443322190539,24.553811578752317
77,23.001,5000,5000,5000,1704,5000,8167.0,81.3376072692119,24.55381157875231
78,44.383,5000,5000,5000,1612,5000,8167.0,81.33866528498075,24.553811578752317
79,2.429,5000,5000,5000,1830,5000,8167.0,81.33972330074961,24.553811578752317
80,34.565,2321,2098,2840,1111,5000,8167.0,81.2981236200226,24.55297303043405
