,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,100.177,1359,614,1328,1661,1546,2329,2388.0,6.696375530060206,36.275144294387395
1,210.298,1359,614,1328,1661,1546,2329,2388.0,6.697516018100751,36.275144294387395
2,172.199,1308,473,1300,1610,1494,2278,2388.0,6.700796455398122,36.27251129587074
3,186.321,1795,1962,1764,1529,2135,2180,2388.0,6.708779703664274,36.27251129587074
4,167.703,1795,1962,1764,1529,2135,2180,2388.0,6.709920167702296,36.272511295870736
5,195.812,1308,473,1300,1610,1494,2278,2388.0,6.700749450587265,36.27163363711664
6,266.381,1644,1812,1613,1397,1984,2029,2388.0,6.707592186814569,36.27163363711664
7,202.533,1795,1962,1764,1529,2135,2180,2388.0,6.708732642852452,36.271633637116636
8,203.26,1691,1859,1661,1391,2031,2076,2388.0,6.709873098890337,36.27163363711664
9,164.524,990,155,983,1292,1177,1960,2388.0,6.697281103727227,36.270755982071364
10,172.108,990,155,983,1292,1177,1960,2388.0,6.698421551765324,36.270755982071364
11,199.354,1235,400,1227,1536,1421,2205,2388.0,6.6995619998034215,36.270755982071364
12,190.363,1191,357,1184,1493,1378,2161,2388.0,6.700702447841518,36.27075598207136
13,97.18,1280,445,1272,1582,1466,2250,2388.0,6.701842895879617,36.27075598207136
14,22.388,1417,1585,1386,1269,1757,1802,2388.0,6.704123791955811,36.270755982071364
15,160.21,1417,1585,1386,1269,1757,1802,2388.0,6.705264239993908,36.270755982071364
16,185.867,1517,1685,1486,1314,1857,1902,2388.0,6.706404688032006,36.27075598207136
17,268.243,1599,1767,1569,1374,1940,1984,2388.0,6.707545136070104,36.27075598207135
18,227.418,1614,1782,1583,1347,1954,1999,2388.0,6.7086855841082,36.270755982071364
19,155.805,1691,1859,1661,1391,2031,2076,2388.0,6.709826032146298,36.27075598207136
20,101.63,5000,5000,5000,5000,5000,5000,2388.0,6.710966480184397,36.270755982071364
21,167.113,5000,5000,5000,5000,5000,5000,2388.0,6.712106928222493,36.27075598207135
22,92.184,5000,5000,5000,5000,5000,5000,2388.0,6.71324737626059,36.27075598207136
23,90.005,5000,5000,5000,5000,5000,5000,2388.0,6.714387824298688,36.270755982071364
24,124.653,5000,5000,5000,5000,5000,5000,2388.0,6.715528272336786,36.270755982071364
25,317.014,5000,5000,5000,5000,5000,5000,2388.0,6.716668720374884,36.27075598207136
26,142.5,760,0,753,1062,947,1730,2388.0,6.697234127044794,36.26987833073474
27,157.213,834,0,827,1136,1021,1804,2388.0,6.698374567083457,36.269878330734755
28,152.218,978,143,971,1280,1165,1948,2388.0,6.6995150071221214,36.26987833073475
29,209.209,1190,356,1183,1492,1377,2160,2388.0,6.7006554471607815,36.26987833073474
30,20.798,1417,1585,1386,1269,1757,1802,2388.0,6.70407676727677,36.26987833073474
31,194.268,1377,1545,1346,1229,1717,1762,2388.0,6.705217207315431,36.26987833073475
32,197.629,1428,1596,1397,1225,1768,1813,2388.0,6.706357647354094,36.26987833073475
33,229.598,1584,1751,1553,1297,1924,1969,2388.0,6.707498087392756,36.269878330734755
34,189.727,1556,1724,1526,1256,1897,1941,2388.0,6.708638527431417,36.26987833073474
35,178.738,1626,1794,1596,1326,1967,2011,2388.0,6.709778967470082,36.26987833073475
36,97.134,5000,5000,5000,5000,5000,5000,2388.0,6.710919407508744,36.26987833073475
37,124.245,5000,5000,5000,5000,5000,5000,2388.0,6.7120598475474065,36.269878330734755
38,225.466,5000,5000,5000,5000,5000,5000,2388.0,6.713200287586068,36.26987833073475
39,107.806,5000,5000,5000,5000,5000,5000,2388.0,6.714340727624731,36.269878330734755
40,95.091,5000,5000,5000,5000,5000,5000,2388.0,6.715481167663392,36.26987833073475
41,247.717,5000,5000,5000,5000,5000,5000,2388.0,6.716621607702056,36.26987833073475
42,18.709,745,550,233,290,615,1536,2388.0,6.690344560188743,36.26900068310666
43,259.388,694,499,182,240,571,1485,2388.0,6.69148499222832,36.26900068310666
44,203.441,827,60,441,799,877,1791,2388.0,6.693765856307479,36.26900068310666
45,189.591,698,88,467,826,865,1668,2388.0,6.694906288347059,36.26900068310666
46,115.389,698,107,486,845,884,1668,2388.0,6.696046720386636,36.269000683106654
47,142.364,737,228,729,1038,923,1707,2388.0,6.697187152426214,36.26900068310666
48,171.517,834,0,827,1136,1021,1804,2388.0,6.698327584465794,36.26900068310666
49,130.148,978,143,971,1280,1165,1948,2388.0,6.699468016505372,36.269000683106654
50,128.786,1075,240,1068,1377,1262,2045,2388.0,6.700608448544952,36.26900068310666
51,21.661,1199,1367,1169,1091,1539,1584,2388.0,6.702889312624108,36.26900068310666
52,21.207,1199,1367,1169,1091,1539,1584,2388.0,6.704029744663687,36.26900068310666
53,207.347,1366,1534,1336,1164,1707,1752,2388.0,6.705170176703264,36.26900068310666
54,227.055,1329,1497,1298,1079,1669,1714,2388.0,6.706310608742844,36.26900068310666
55,211.661,1277,1445,1246,977,1617,1662,2388.0,6.707451040782424,36.26900068310666
56,194.041,1466,1885,1772,1015,1728,1851,2388.0,6.708591472822002,36.26900068310666
57,173.334,1418,1837,1724,967,1680,1803,2388.0,6.70973190486158,36.269000683106654
58,86.599,5000,5000,5000,5000,5000,5000,2388.0,6.71087233690116,36.26900068310666
59,113.028,5000,5000,5000,5000,5000,5000,2388.0,6.712012768940738,36.26900068310666
60,72.521,5000,5000,5000,5000,5000,5000,2388.0,6.713153200980318,36.26900068310666
61,135.052,5000,5000,5000,5000,5000,5000,2388.0,6.7142936330198975,36.26900068310666
62,134.962,5000,5000,5000,5000,5000,5000,2388.0,6.715434065059474,36.26900068310666
63,185.459,5000,5000,5000,5000,5000,5000,2388.0,6.716574497099054,36.26900068310667
64,131.283,694,499,182,240,571,1485,2388.0,6.6902976356263055,36.268123039186946
65,180.509,659,439,91,331,536,1450,2388.0,6.691438059667149,36.26812303918694
66,235.547,755,184,196,554,632,1546,2388.0,6.692578483707997,36.268123039186946
67,211.116,827,60,441,799,877,1791,2388.0,6.693718907748845,36.268123039186946
68,172.199,650,116,439,797,837,1620,2388.0,6.694859331789691,36.268123039186946
69,150.447,565,201,541,867,752,1535,2388.0,6.695999755830536,36.268123039186946
70,143.771,743,234,736,1045,930,1713,2388.0,6.697140179871384,36.268123039186946
71,142.0,743,234,736,1045,930,1713,2388.0,6.69828060391223,36.268123039186946
72,98.042,788,802,641,1090,975,1349,2388.0,6.6994210279530755,36.26812303918694
73,32.106,1060,1228,1029,950,1400,1445,2388.0,6.703982724116463,36.268123039186946
74,225.466,1114,1282,1083,966,1454,1499,2388.0,6.705123148157307,36.26812303918694
75,206.211,1242,1410,1211,996,1582,1627,2388.0,6.706263572198156,36.26812303918694
76,206.121,1266,1434,1236,966,1606,1651,2388.0,6.707403996239003,36.268123039186946
77,231.142,1376,1795,1683,926,1638,1762,2388.0,6.70854442027985,36.268123039186946
78,224.558,1400,1819,1706,949,1662,1785,2388.0,6.709684844320694,36.26812303918694
79,84.964,1351,1770,1658,901,1613,1736,2388.0,6.710825268361542,36.26812303918694
80,24.794,5000,5000,5000,5000,5000,5000,2388.0,6.711965692402388,36.26812303918694
81,4.178,5000,5000,5000,5000,5000,5000,2388.0,6.713106116443235,36.26812303918694
82,2.18,5000,5000,5000,5000,5000,5000,2388.0,6.714246540484082,36.26812303918694
83,8.038,5000,5000,5000,5000,5000,5000,2388.0,6.715386964524929,36.26812303918694
84,128.241,5000,5000,5000,5000,5000,5000,2388.0,6.716527388565777,36.268123039186946
85,146.496,605,773,130,130,391,1395,2388.0,6.690250713125404,36.267245398975454
86,145.043,591,348,56,390,468,1382,2388.0,6.69139112916787,36.267245398975454
87,173.107,670,283,110,468,546,1460,2388.0,6.692531545210336,36.267245398975454
88,191.862,609,463,678,911,795,1579,2388.0,6.693671961252801,36.267245398975454
89,175.559,775,241,314,672,750,1664,2388.0,6.694812377295267,36.267245398975454
90,97.18,471,289,539,772,657,1440,2388.0,6.695952793337733,36.267245398975454
91,143.817,747,761,616,1049,933,1325,2388.0,6.698233625422664,36.267245398975454
92,219.335,768,782,602,1050,954,1310,2388.0,6.699374041465129,36.267245398975454
93,189.954,825,839,619,989,1012,1328,2388.0,6.7005144575075954,36.26724539897546
94,110.076,875,889,585,907,1061,1293,2388.0,6.70165487355006,36.26724539897545
95,42.187,1010,1168,970,901,1341,1395,2388.0,6.703935705634993,36.26724539897546
96,171.245,1110,1278,1079,954,1450,1495,2388.0,6.705076121677458,36.267245398975454
97,226.601,1256,1424,1226,911,1596,1641,2388.0,6.706216537719925,36.267245398975454
98,189.773,1373,1792,1679,922,1610,1758,2388.0,6.707356953762391,36.26724539897546
99,213.341,1266,1685,1573,816,1504,1651,2388.0,6.708497369804856,36.267245398975454
100,218.7,1299,1718,1605,848,1560,1684,2388.0,6.709637785847321,36.267245398975454
101,136.823,1179,1598,1485,728,1441,1564,2388.0,6.710778201889789,36.267245398975454
102,115.526,1174,1782,1693,936,1649,1772,2388.0,6.71305903397472,36.267245398975454
103,23.387,1174,1782,1693,936,1649,1772,2388.0,6.714199450017185,36.267245398975454
104,208.391,526,791,52,52,312,1317,2388.0,6.6902037926859395,36.26636776247206
105,120.067,474,739,0,0,350,1265,2388.0,6.691344200730377,36.26636776247206
