,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,2.256,4968,5000,5000,5000,12,5000,11307.0,117.52335660953587,36.76458712698264
1,3.548,4812,5000,5000,5000,113,5000,11307.0,117.52450160938108,36.76458712698264
2,3.138,4812,5000,5000,5000,113,5000,11307.0,117.52564660922624,36.76458712698264
3,8.835,4660,5000,5000,5000,0,5000,11307.0,117.52679160907142,36.76458712698263
4,34.085,4556,5000,5000,5000,10,5000,11307.0,117.5279366089166,36.76458712698264
5,33.853,4556,5000,5000,5000,10,5000,11307.0,117.52908160876181,36.76458712698265
6,40.584,4203,5000,5000,5000,14,5000,11307.0,117.53137160845215,36.76458712698263
7,40.825,4203,5000,5000,5000,14,5000,11307.0,117.53251660829736,36.76458712698265
8,41.77,4955,5000,5000,5000,25,5000,11307.0,117.52251498308952,36.76370736803574
9,36.144,4955,5000,5000,5000,25,5000,11307.0,117.52365997473493,36.76370736803573
10,21.371,4798,5000,5000,5000,99,5000,11307.0,117.52480496638036,36.76370736803574
11,3.433,4674,5000,5000,5000,6,5000,11307.0,117.5259499580258,36.76370736803573
12,6.74,4551,5000,5000,5000,5,5000,11307.0,117.52709494967125,36.76370736803574
13,21.157,4546,5000,5000,5000,0,5000,11307.0,117.52823994131666,36.76370736803573
14,36.884,4196,5000,5000,5000,7,5000,11307.0,117.53167491625295,36.76370736803573
15,41.538,5000,5000,5000,5000,602,5000,11307.0,117.52083184150155,36.76194786151794
16,22.396,4878,5000,5000,5000,293,5000,11307.0,117.52312179199556,36.761947861517946
17,11.412,4754,5000,5000,5000,379,5000,11307.0,117.52426676724258,36.76194786151794
18,26.809,4734,5000,5000,5000,358,5000,11307.0,117.52541174248958,36.761947861517946
19,1.498,4629,5000,5000,5000,253,5000,11307.0,117.52655671773663,36.76194786151795
20,47.797,5000,5000,5000,5000,602,5000,11307.0,117.51999032635621,36.76106811394676
21,1.596,4878,5000,5000,5000,293,5000,11307.0,117.52228026045287,36.76106811394676
22,0.499,4754,5000,5000,5000,379,5000,11307.0,117.52342522750122,36.761068113946756
23,2.871,4734,5000,5000,5000,358,5000,11307.0,117.52457019454957,36.761068113946756
24,2.434,4629,5000,5000,5000,253,5000,11307.0,117.5257151615979,36.761068113946756
25,43.027,4955,5000,5000,5000,616,5000,11307.0,117.51914884830742,36.760188370167164
26,44.32,4905,5000,5000,5000,566,5000,11307.0,117.52029380715744,36.76018837016717
27,0.9,4521,5000,5000,5000,145,5000,11307.0,117.52487364255761,36.760188370167164
28,0.713,4218,5000,5000,5000,15,5000,11307.0,117.52601860140767,36.760188370167164
29,0.125,4218,5000,5000,5000,15,5000,11307.0,117.52716356025775,36.760188370167164
30,56.713,4905,5000,5000,5000,566,5000,11307.0,117.51830740735338,36.75930863017903
31,48.492,4905,5000,5000,5000,566,5000,11307.0,117.51945235800544,36.75930863017903
32,30.064,4509,5000,5000,5000,133,5000,11307.0,117.52403216061387,36.75930863017903
33,30.5,4375,5000,5000,5000,0,5000,11307.0,117.52517711126595,36.75930863017902
34,1.551,4213,5000,5000,5000,7,5000,11307.0,117.52632206191811,36.75930863017904
35,54.314,4554,5000,5000,5000,561,5000,11307.0,117.51921808522215,36.756669432961836
36,42.43,4554,5000,5000,5000,561,5000,11307.0,117.5203630112826,36.756669432961836
37,34.334,4277,5000,5000,5000,285,5000,11307.0,117.52265286340347,36.756669432961836
38,11.1,4156,5000,5000,5000,157,5000,11307.0,117.5237977894639,36.75666943296183
39,2.951,4145,5000,5000,5000,146,5000,11307.0,117.52494271552438,36.756669432961836
40,0.517,3998,5000,5000,5000,0,5000,11307.0,117.52608764158482,36.756669432961836
41,48.323,4397,5000,5000,5000,925,5000,11307.0,117.51608693231088,36.755789708137996
42,50.347,4397,5000,5000,5000,925,5000,11307.0,117.51723185017482,36.755789708137996
43,51.229,4512,5000,5000,5000,714,5000,11307.0,117.51837676803876,36.75578970813799
44,24.545,4512,5000,5000,5000,714,5000,11307.0,117.51952168590272,36.75578970813799
45,14.39,4277,5000,5000,5000,285,5000,11307.0,117.52181152163061,36.75578970813799
46,42.831,4172,5000,5000,5000,263,5000,11307.0,117.52295643949456,36.75578970813799
47,20.292,4119,5000,5000,5000,146,5000,11307.0,117.52410135735849,36.75578970813799
48,5.055,3998,5000,5000,5000,0,5000,11307.0,117.52524627522244,36.755789708137996
49,10.565,4397,5000,5000,5000,925,5000,11307.0,117.51524566860621,36.75490998710485
50,25.65,4275,5000,5000,5000,1047,5000,11307.0,117.51639057827401,36.754909987104845
51,50.4,4512,5000,5000,5000,714,5000,11307.0,117.51753548794184,36.75490998710485
52,36.465,4512,5000,5000,5000,714,5000,11307.0,117.51868039760961,36.754909987104845
53,50.596,4189,5000,5000,5000,370,5000,11307.0,117.52211512661309,36.75490998710485
54,46.147,4072,5000,5000,5000,240,5000,11307.0,117.5232600362809,36.754909987104845
55,15.166,4275,5000,5000,5000,1047,5000,11307.0,117.51554934345738,36.75403026986226
56,9.575,4151,5000,5000,5000,1040,5000,11307.0,117.51669424492944,36.75403026986226
57,55.366,3976,5000,5000,5000,582,5000,11307.0,117.52241875228964,36.75403026986227
58,16.815,4277,5000,5000,5000,1258,5000,11307.0,117.51356325244652,36.753150556410084
59,16.449,4271,5000,5000,5000,1249,5000,11307.0,117.51470814572312,36.75315055641008
60,20.568,4151,5000,5000,5000,1040,5000,11307.0,117.51585303899978,36.75315055641008
61,9.46,4151,5000,5000,5000,1040,5000,11307.0,117.51699793227635,36.75315055641008
62,0.767,4274,5000,5000,5000,878,5000,11307.0,117.51814282555296,36.75315055641007
